Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,TO,game_id
CLE,2017-11-19,284,Sun,10,11,,JAX,L 7-19,284,1,CLE_JAX_2017-11-19
TEN,2017-10-22,284,Sun,7,7,@,CLE,W 12-9 (OT),284,3,TEN_CLE_2017-10-22
DET,2017-10-01,284,Sun,4,4,@,MIN,W 14-7,284,3,DET_MIN_2017-10-01
BAL,2022-12-17,283,Sat,14,15,@,CLE,L 3-13,283,0,BAL_CLE_2022-12-17
CLE,2022-12-04,283,Sun,12,13,@,HOU,W 27-14,283,4,CLE_HOU_2022-12-04
TAM,2022-11-13,283,Sun,10,10,,SEA,W 21-16,283,1,TAM_SEA_2022-11-13
IND,2021-01-03,283,Sun,16,17,,JAX,W 28-14,283,1,IND_JAX_2021-01-03
NOR,2020-10-25,283,Sun,6,7,,CAR,W 27-24,283,0,NOR_CAR_2020-10-25
SFO,2019-12-01,283,Sun,12,13,@,BAL,L 17-20,283,1,SFO_BAL_2019-12-01
CHI,2019-11-17,283,Sun,10,11,@,LAR,L 7-17,283,2,CHI_LAR_2019-11-17
DAL,2019-10-20,283,Sun,7,7,,PHI,W 37-10,283,4,DAL_PHI_2019-10-20
WAS,2019-10-20,283,Sun,7,7,,SFO,L 0-9,283,1,WAS_SFO_2019-10-20
DAL,2019-09-22,283,Sun,3,3,,MIA,W 31-6,283,1,DAL_MIA_2019-09-22
DET,2018-11-04,283,Sun,8,9,@,MIN,L 9-24,283,2,DET_MIN_2018-11-04
NOR,2018-10-08,283,Mon,5,5,,WAS,W 43-19,283,2,NOR_WAS_2018-10-08
HOU,2018-09-16,283,Sun,2,2,@,TEN,L 17-20,283,0,HOU_TEN_2018-09-16
LAR,2017-11-12,283,Sun,9,10,,HOU,W 33-7,283,4,LAR_HOU_2017-11-12
LVR,2022-12-08,282,Thu,13,14,@,LAR,L 16-17,282,1,LVR_LAR_2022-12-08
KAN,2022-09-11,282,Sun,1,1,@,ARI,W 44-21,282,0,KAN_ARI_2022-09-11
GNB,2021-10-03,282,Sun,4,4,,PIT,W 27-17,282,2,GNB_PIT_2021-10-03
DAL,2019-11-24,282,Sun,11,12,@,NWE,L 9-13,282,0,DAL_NWE_2019-11-24
OAK,2018-11-18,282,Sun,10,11,@,ARI,W 23-21,282,2,OAK_ARI_2018-11-18
MIA,2018-11-04,282,Sun,9,9,,NYJ,W 13-6,282,4,MIA_NYJ_2018-11-04
SEA,2017-12-24,282,Sun,15,16,@,DAL,W 21-12,282,3,SEA_DAL_2017-12-24
CHI,2017-09-24,282,Sun,3,3,,PIT,W 23-17 (OT),282,2,CHI_PIT_2017-09-24
JAX,2021-12-19,281,Sun,14,15,,HOU,L 16-30,281,1,JAX_HOU_2021-12-19
PHI,2021-12-05,281,Sun,13,13,@,NYJ,W 33-18,281,1,PHI_NYJ_2021-12-05
NOR,2020-11-15,281,Sun,9,10,,SFO,W 27-13,281,4,NOR_SFO_2020-11-15
NOR,2020-10-04,281,Sun,4,4,@,DET,W 35-29,281,1,NOR_DET_2020-10-04
NYJ,2019-11-10,281,Sun,9,10,,NYG,W 34-27,281,2,NYJ_NYG_2019-11-10
HOU,2019-09-15,281,Sun,2,2,,JAX,W 13-12,281,1,HOU_JAX_2019-09-15
WAS,2018-09-16,281,Sun,2,2,,IND,L 9-21,281,2,WAS_IND_2018-09-16
ATL,2017-10-01,281,Sun,4,4,,BUF,L 17-23,281,0,ATL_BUF_2017-10-01
CHI,2022-11-20,280,Sun,11,11,@,ATL,L 24-27,280,2,CHI_ATL_2022-11-20
CAR,2022-01-02,280,Sun,16,17,@,NOR,L 10-18,280,0,CAR_NOR_2022-01-02
CHI,2021-11-08,280,Mon,9,9,@,PIT,L 27-29,280,1,CHI_PIT_2021-11-08
IND,2021-10-24,280,Sun,7,7,@,SFO,W 30-18,280,4,IND_SFO_2021-10-24
SFO,2021-01-03,280,Sun,16,17,,SEA,L 23-26,280,0,SFO_SEA_2021-01-03
WAS,2020-12-27,280,Sun,15,16,,CAR,L 13-20,280,2,WAS_CAR_2020-12-27
LAC,2020-11-15,280,Sun,9,10,@,MIA,L 21-29,280,1,LAC_MIA_2020-11-15
TEN,2018-12-02,280,Sun,12,13,,NYJ,W 26-22,280,1,TEN_NYJ_2018-12-02
DAL,2017-11-30,280,Thu,12,13,,WAS,W 38-14,280,4,DAL_WAS_2017-11-30
SEA,2017-11-26,280,Sun,11,12,@,SFO,W 24-13,280,1,SEA_SFO_2017-11-26
HOU,2017-09-10,280,Sun,1,1,,JAX,L 7-29,280,0,HOU_JAX_2017-09-10
KAN,2023-01-07,279,Sat,17,18,@,LVR,W 31-13,279,2,KAN_LVR_2023-01-07
SEA,2023-01-01,279,Sun,16,17,,NYJ,W 23-6,279,3,SEA_NYJ_2023-01-01
WAS,2022-10-02,279,Sun,4,4,@,DAL,L 10-25,279,0,WAS_DAL_2022-10-02
CHI,2020-12-27,279,Sun,15,16,@,JAX,W 41-17,279,2,CHI_JAX_2020-12-27
LAR,2020-10-26,279,Mon,7,7,,CHI,W 24-10,279,2,LAR_CHI_2020-10-26
PIT,2019-12-01,279,Sun,12,13,,CLE,W 20-13,279,2,PIT_CLE_2019-12-01
ATL,2019-11-28,279,Thu,12,13,,NOR,L 18-26,279,0,ATL_NOR_2019-11-28
IND,2019-10-27,279,Sun,7,8,,DEN,W 15-13,279,0,IND_DEN_2019-10-27
CHI,2018-12-23,279,Sun,15,16,@,SFO,W 14-9,279,1,CHI_SFO_2018-12-23
NOR,2018-12-09,279,Sun,13,14,@,TAM,W 28-14,279,1,NOR_TAM_2018-12-09
DET,2018-12-09,279,Sun,13,14,@,ARI,W 17-3,279,1,DET_ARI_2018-12-09
NOR,2017-12-03,279,Sun,12,13,,CAR,W 31-21,279,1,NOR_CAR_2017-12-03
SEA,2017-11-20,279,Mon,10,11,,ATL,L 31-34,279,1,SEA_ATL_2017-11-20
ATL,2017-10-29,279,Sun,7,8,@,NYJ,W 25-20,279,1,ATL_NYJ_2017-10-29
CAR,2017-10-29,279,Sun,8,8,@,TAM,W 17-3,279,3,CAR_TAM_2017-10-29
NYJ,2022-10-16,278,Sun,6,6,@,GNB,W 27-10,278,1,NYJ_GNB_2022-10-16
GNB,2022-10-16,278,Sun,6,6,,NYJ,L 10-27,278,0,GNB_NYJ_2022-10-16
SFO,2021-12-23,278,Thu,15,16,@,TEN,L 17-20,278,0,SFO_TEN_2021-12-23
CIN,2021-11-21,278,Sun,10,11,@,LVR,W 32-13,278,2,CIN_LVR_2021-11-21
SFO,2021-11-15,278,Mon,9,10,,LAR,W 31-10,278,2,SFO_LAR_2021-11-15
DAL,2021-10-31,278,Sun,7,8,@,MIN,W 20-16,278,0,DAL_MIN_2021-10-31
GNB,2020-12-06,278,Sun,12,13,,PHI,W 30-16,278,1,GNB_PHI_2020-12-06
KAN,2019-12-08,278,Sun,13,14,@,NWE,W 23-16,278,1,KAN_NWE_2019-12-08
WAS,2019-12-01,278,Sun,12,13,@,CAR,W 29-21,278,2,WAS_CAR_2019-12-01
LAC,2019-11-07,278,Thu,10,10,@,OAK,L 24-26,278,0,LAC_OAK_2019-11-07
NWE,2018-12-02,278,Sun,12,13,,MIN,W 24-10,278,2,NWE_MIN_2018-12-02
HOU,2018-11-18,278,Sun,10,11,@,WAS,W 23-21,278,2,HOU_WAS_2018-11-18
LAC,2023-01-01,277,Sun,16,17,,LAR,W 31-10,277,1,LAC_LAR_2023-01-01
JAX,2023-01-01,277,Sun,16,17,@,HOU,W 31-3,277,1,JAX_HOU_2023-01-01
SFO,2022-12-15,277,Thu,14,15,@,SEA,W 21-13,277,1,SFO_SEA_2022-12-15
NYG,2022-10-30,277,Sun,8,8,@,SEA,L 13-27,277,1,NYG_SEA_2022-10-30
GNB,2021-10-17,277,Sun,6,6,@,CHI,W 24-14,277,1,GNB_CHI_2021-10-17
CLE,2020-10-18,277,Sun,6,6,@,PIT,L 7-38,277,0,CLE_PIT_2020-10-18
SFO,2020-09-20,277,Sun,2,2,@,NYJ,W 31-13,277,0,SFO_NYJ_2020-09-20
NYJ,2019-12-01,277,Sun,12,13,@,CIN,L 6-22,277,0,NYJ_CIN_2019-12-01
PIT,2019-10-06,277,Sun,5,5,,BAL,L 23-26 (OT),277,3,PIT_BAL_2019-10-06
SFO,2018-11-12,277,Mon,10,10,,NYG,L 23-27,277,0,SFO_NYG_2018-11-12
KAN,2021-11-21,276,Sun,11,11,,DAL,W 19-9,276,3,KAN_DAL_2021-11-21
KAN,2021-10-17,276,Sun,6,6,@,WAS,W 31-13,276,2,KAN_WAS_2021-10-17
NWE,2019-12-01,276,Sun,12,13,@,HOU,L 22-28,276,0,NWE_HOU_2019-12-01
DEN,2018-12-30,276,Sun,16,17,,LAC,L 9-23,276,4,DEN_LAC_2018-12-30
SEA,2018-12-10,276,Mon,13,14,,MIN,W 21-7,276,1,SEA_MIN_2018-12-10
CHI,2018-09-17,276,Mon,2,2,,SEA,W 24-17,276,2,CHI_SEA_2018-09-17
CIN,2017-12-24,276,Sun,15,16,,DET,W 26-17,276,1,CIN_DET_2017-12-24
TAM,2017-12-03,276,Sun,12,13,@,GNB,L 20-26 (OT),276,1,TAM_GNB_2017-12-03
IND,2017-11-26,276,Sun,11,12,,TEN,L 16-20,276,2,IND_TEN_2017-11-26
DEN,2017-10-30,276,Mon,7,8,@,KAN,L 19-29,276,2,DEN_KAN_2017-10-30
IND,2017-10-29,276,Sun,8,8,@,CIN,L 23-24,276,2,IND_CIN_2017-10-29
MIN,2017-10-29,276,Sun,8,8,@,CLE,W 33-16,276,2,MIN_CLE_2017-10-29
NYG,2022-09-18,275,Sun,2,2,,CAR,W 19-16,275,2,NYG_CAR_2022-09-18
BUF,2021-12-19,275,Sun,14,15,,CAR,W 31-14,275,1,BUF_CAR_2021-12-19
SFO,2021-12-19,275,Sun,14,15,,ATL,W 31-13,275,1,SFO_ATL_2021-12-19
NWE,2021-12-18,275,Sat,14,15,@,IND,L 17-27,275,1,NWE_IND_2021-12-18
DET,2020-10-18,275,Sun,5,6,@,JAX,W 34-16,275,2,DET_JAX_2020-10-18
JAX,2019-12-29,275,Sun,16,17,,IND,W 38-20,275,2,JAX_IND_2019-12-29
ARI,2019-12-08,275,Sun,13,14,,PIT,L 17-23,275,2,ARI_PIT_2019-12-08
PIT,2018-10-14,275,Sun,6,6,@,CIN,W 28-21,275,0,PIT_CIN_2018-10-14
CLE,2018-09-16,275,Sun,2,2,@,NOR,L 18-21,275,2,CLE_NOR_2018-09-16
MIN,2017-12-03,275,Sun,12,13,@,ATL,W 14-9,275,0,MIN_ATL_2017-12-03
WAS,2017-11-30,275,Thu,12,13,@,DAL,L 14-38,275,0,WAS_DAL_2017-11-30
TAM,2017-11-12,275,Sun,9,10,,NYJ,W 15-10,275,2,TAM_NYJ_2017-11-12
NYJ,2022-09-11,274,Sun,1,1,,BAL,L 9-24,274,1,NYJ_BAL_2022-09-11
MIN,2018-12-10,274,Mon,13,14,@,SEA,L 7-21,274,1,MIN_SEA_2018-12-10
SFO,2018-12-09,274,Sun,13,14,,DEN,W 20-14,274,0,SFO_DEN_2018-12-09
PHI,2017-12-25,274,Mon,15,16,,OAK,W 19-10,274,5,PHI_OAK_2017-12-25
LAC,2017-10-15,274,Sun,6,6,@,OAK,W 17-16,274,2,LAC_OAK_2017-10-15
MIN,2017-10-09,274,Mon,5,5,@,CHI,W 20-17,274,2,MIN_CHI_2017-10-09
TAM,2021-12-26,273,Sun,15,16,@,CAR,W 32-6,273,1,TAM_CAR_2021-12-26
WAS,2021-11-14,273,Sun,9,10,,TAM,W 29-19,273,2,WAS_TAM_2021-11-14
CAR,2021-11-07,273,Sun,9,9,,NWE,L 6-24,273,2,CAR_NWE_2021-11-07
WAS,2021-10-31,273,Sun,8,8,@,DEN,L 10-17,273,1,WAS_DEN_2021-10-31
CAR,2021-10-10,273,Sun,5,5,,PHI,L 18-21,273,2,CAR_PHI_2021-10-10
MIA,2020-11-15,273,Sun,9,10,,LAC,W 29-21,273,1,MIA_LAC_2020-11-15
LAR,2019-11-10,273,Sun,9,10,@,PIT,L 12-17,273,2,LAR_PIT_2019-11-10
IND,2019-11-03,273,Sun,8,9,@,PIT,L 24-26,273,2,IND_PIT_2019-11-03
DEN,2019-09-15,273,Sun,2,2,,CHI,L 14-16,273,0,DEN_CHI_2019-09-15
DEN,2018-12-24,273,Mon,15,16,@,OAK,L 14-27,273,0,DEN_OAK_2018-12-24
NYJ,2017-12-10,273,Sun,13,14,@,DEN,L 0-23,273,0,NYJ_DEN_2017-12-10
ARI,2017-09-25,273,Mon,3,3,,DAL,L 17-28,273,0,ARI_DAL_2017-09-25
HOU,2022-12-24,272,Sat,15,16,@,TEN,W 19-14,272,3,HOU_TEN_2022-12-24
BAL,2022-12-04,272,Sun,12,13,,DEN,W 10-9,272,0,BAL_DEN_2022-12-04
MIA,2021-11-07,272,Sun,9,9,,HOU,W 17-9,272,4,MIA_HOU_2021-11-07
CIN,2020-12-13,272,Sun,13,14,,DAL,L 7-30,272,0,CIN_DAL_2020-12-13
WAS,2020-11-22,272,Sun,10,11,,CIN,W 20-9,272,2,WAS_CIN_2020-11-22
JAX,2018-10-21,272,Sun,7,7,,HOU,L 7-20,272,0,JAX_HOU_2018-10-21
MIA,2017-10-22,272,Sun,6,7,,NYJ,W 31-28,272,2,MIA_NYJ_2017-10-22
DEN,2017-09-24,272,Sun,3,3,@,BUF,L 16-26,272,0,DEN_BUF_2017-09-24
TEN,2022-11-17,271,Thu,10,11,@,GNB,W 27-17,271,0,TEN_GNB_2022-11-17
MIN,2022-10-09,271,Sun,5,5,,CHI,W 29-22,271,1,MIN_CHI_2022-10-09
GNB,2022-10-02,271,Sun,4,4,,NWE,W 27-24 (OT),271,1,GNB_NWE_2022-10-02
MIA,2022-09-11,271,Sun,1,1,,NWE,W 20-7,271,3,MIA_NWE_2022-09-11
TAM,2020-09-13,271,Sun,1,1,@,NOR,L 23-34,271,0,TAM_NOR_2020-09-13
BUF,2019-12-29,271,Sun,16,17,,NYJ,L 6-13,271,1,BUF_NYJ_2019-12-29
DAL,2019-12-29,271,Sun,16,17,,WAS,W 47-16,271,2,DAL_WAS_2019-12-29
CIN,2019-12-01,271,Sun,12,13,,NYJ,W 22-6,271,0,CIN_NYJ_2019-12-01
DAL,2019-11-04,271,Mon,8,9,@,NYG,W 37-18,271,3,DAL_NYG_2019-11-04
DEN,2019-10-17,271,Thu,7,7,,KAN,L 6-30,271,0,DEN_KAN_2019-10-17
WAS,2019-10-13,271,Sun,6,6,@,MIA,W 17-16,271,2,WAS_MIA_2019-10-13
SEA,2018-09-17,271,Mon,2,2,@,CHI,L 17-24,271,2,SEA_CHI_2018-09-17
NYJ,2017-11-12,271,Sun,10,10,@,TAM,L 10-15,271,1,NYJ_TAM_2017-11-12
OAK,2017-09-17,271,Sun,2,2,,NYJ,W 45-20,271,2,OAK_NYJ_2017-09-17
TAM,2022-10-16,270,Sun,6,6,@,PIT,L 18-20,270,0,TAM_PIT_2022-10-16
TEN,2019-10-13,270,Sun,6,6,@,DEN,L 0-16,270,1,TEN_DEN_2019-10-13
LAR,2019-09-22,270,Sun,3,3,@,CLE,W 20-13,270,1,LAR_CLE_2019-09-22
CLE,2018-12-15,270,Sat,14,15,@,DEN,W 17-16,270,2,CLE_DEN_2018-12-15
MIN,2018-10-28,270,Sun,8,8,,NOR,L 20-30,270,1,MIN_NOR_2018-10-28
MIA,2017-12-03,270,Sun,12,13,,DEN,W 35-9,270,3,MIA_DEN_2017-12-03
DET,2017-09-18,270,Mon,2,2,@,NYG,W 24-10,270,1,DET_NYG_2017-09-18
SEA,2023-01-08,269,Sun,17,18,,LAR,W 19-16 (OT),269,1,SEA_LAR_2023-01-08
BAL,2020-12-27,269,Sun,15,16,,NYG,W 27-13,269,0,BAL_NYG_2020-12-27
IND,2020-10-04,269,Sun,4,4,@,CHI,W 19-11,269,1,IND_CHI_2020-10-04
NWE,2020-09-13,269,Sun,1,1,,MIA,W 21-11,269,3,NWE_MIA_2020-09-13
BAL,2019-10-06,269,Sun,5,5,@,PIT,W 26-23 (OT),269,2,BAL_PIT_2019-10-06
MIN,2019-09-29,269,Sun,4,4,@,CHI,L 6-16,269,0,MIN_CHI_2019-09-29
ATL,2019-09-08,269,Sun,1,1,@,MIN,L 12-28,269,0,ATL_MIN_2019-09-08
CLE,2017-10-22,269,Sun,7,7,,TEN,L 9-12 (OT),269,1,CLE_TEN_2017-10-22
DAL,2022-10-16,268,Sun,6,6,@,PHI,L 17-26,268,0,DAL_PHI_2022-10-16
PIT,2021-09-26,268,Sun,3,3,,CIN,L 10-24,268,1,PIT_CIN_2021-09-26
LAC,2021-01-03,268,Sun,16,17,@,KAN,W 38-21,268,1,LAC_KAN_2021-01-03
NWE,2019-12-21,268,Sat,15,16,,BUF,W 24-17,268,0,NWE_BUF_2019-12-21
WAS,2019-11-03,268,Sun,9,9,@,BUF,L 9-24,268,0,WAS_BUF_2019-11-03
TAM,2019-10-13,268,Sun,6,6,,CAR,L 26-37,268,1,TAM_CAR_2019-10-13
CHI,2018-11-18,268,Sun,10,11,,MIN,W 25-20,268,3,CHI_MIN_2018-11-18
MIN,2018-10-14,268,Sun,6,6,,ARI,W 27-17,268,2,MIN_ARI_2018-10-14
CLE,2018-09-20,268,Thu,3,3,,NYJ,W 21-17,268,3,CLE_NYJ_2018-09-20
KAN,2017-12-10,268,Sun,13,14,,OAK,W 26-15,268,3,KAN_OAK_2017-12-10
NWE,2017-12-03,268,Sun,12,13,@,BUF,W 23-3,268,1,NWE_BUF_2017-12-03
KAN,2017-11-26,268,Sun,11,12,,BUF,L 10-16,268,0,KAN_BUF_2017-11-26
DEN,2017-09-17,268,Sun,2,2,,DAL,W 42-17,268,2,DEN_DAL_2017-09-17
CIN,2017-09-10,268,Sun,1,1,,BAL,L 0-20,268,1,CIN_BAL_2017-09-10
DEN,2022-09-25,267,Sun,3,3,,SFO,W 11-10,267,3,DEN_SFO_2022-09-25
CIN,2022-09-11,267,Sun,1,1,,PIT,L 20-23 (OT),267,0,CIN_PIT_2022-09-11
DEN,2021-12-05,267,Sun,12,13,@,KAN,L 9-22,267,1,DEN_KAN_2021-12-05
WAS,2021-11-29,267,Mon,11,12,,SEA,W 17-15,267,1,WAS_SEA_2021-11-29
PHI,2021-10-10,267,Sun,5,5,@,CAR,W 21-18,267,3,PHI_CAR_2021-10-10
BAL,2020-12-20,267,Sun,14,15,,JAX,W 40-14,267,1,BAL_JAX_2020-12-20
SFO,2020-10-04,267,Sun,4,4,,PHI,L 20-25,267,1,SFO_PHI_2020-10-04
LAR,2019-11-17,267,Sun,10,11,,CHI,W 17-7,267,1,LAR_CHI_2019-11-17
IND,2018-11-18,267,Sun,10,11,,TEN,W 38-10,267,2,IND_TEN_2018-11-18
ARI,2018-10-28,267,Sun,8,8,,SFO,W 18-15,267,0,ARI_SFO_2018-10-28
PIT,2017-11-12,267,Sun,9,10,@,IND,W 20-17,267,1,PIT_IND_2017-11-12
DET,2022-12-04,266,Sun,12,13,,JAX,W 40-14,266,1,DET_JAX_2022-12-04
HOU,2021-11-28,266,Sun,11,12,,NYJ,L 14-21,266,1,HOU_NYJ_2021-11-28
ARI,2021-11-21,266,Sun,11,11,@,SEA,W 23-13,266,0,ARI_SEA_2021-11-21
IND,2020-11-08,266,Sun,8,9,,BAL,L 10-24,266,1,IND_BAL_2020-11-08
SFO,2019-11-17,266,Sun,10,11,,ARI,W 36-26,266,2,SFO_ARI_2019-11-17
DAL,2019-09-29,266,Sun,4,4,@,NOR,L 10-12,266,1,DAL_NOR_2019-09-29
BAL,2017-12-17,266,Sun,14,15,@,CLE,W 27-10,266,4,BAL_CLE_2017-12-17
DEN,2017-10-15,266,Sun,5,6,,NYG,L 10-23,266,0,DEN_NYG_2017-10-15
ARI,2017-09-17,266,Sun,2,2,@,IND,W 16-13 (OT),266,1,ARI_IND_2017-09-17
CIN,2017-09-14,266,Thu,2,2,,HOU,L 9-13,266,0,CIN_HOU_2017-09-14
CAR,2022-09-18,265,Sun,2,2,@,NYG,L 16-19,265,0,CAR_NYG_2022-09-18
SFO,2022-01-09,265,Sun,17,18,@,LAR,W 27-24 (OT),265,2,SFO_LAR_2022-01-09
BUF,2022-01-02,265,Sun,16,17,,ATL,W 29-15,265,1,BUF_ATL_2022-01-02
TEN,2021-09-26,265,Sun,3,3,,IND,W 25-16,265,0,TEN_IND_2021-09-26
PHI,2020-11-01,265,Sun,8,8,,DAL,W 23-9,265,2,PHI_DAL_2020-11-01
WAS,2020-09-13,265,Sun,1,1,,PHI,W 27-17,265,3,WAS_PHI_2020-09-13
NYJ,2019-10-06,265,Sun,4,5,@,PHI,L 6-31,265,1,NYJ_PHI_2019-10-06
SEA,2019-09-22,265,Sun,3,3,,NOR,L 27-33,265,1,SEA_NOR_2019-09-22
JAX,2018-12-02,265,Sun,12,13,,IND,W 6-0,265,2,JAX_IND_2018-12-02
PIT,2018-11-04,265,Sun,8,9,@,BAL,W 23-16,265,0,PIT_BAL_2018-11-04
OAK,2017-12-03,265,Sun,12,13,,NYG,W 24-17,265,2,OAK_NYG_2017-12-03
BAL,2017-11-19,265,Sun,10,11,@,GNB,W 23-0,265,5,BAL_GNB_2017-11-19
WAS,2022-11-14,264,Mon,10,10,@,PHI,W 32-21,264,4,WAS_PHI_2022-11-14
PHI,2022-09-19,264,Mon,2,2,,MIN,W 24-7,264,3,PHI_MIN_2022-09-19
