Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,TO,Season,game_id
CAR,2022-09-25,426,Sun,3,3,,NOR,W 22-14,426,3,2022,2022_03_CAR_NOR
DET,2021-12-05,426,Sun,12,13,,MIN,W 29-27,426,1,2021,2021_13_DET_MIN
DEN,2021-10-17,426,Sun,6,6,,LVR,L 24-34,426,0,2021,2021_06_DEN_LVR
CHI,2020-09-13,426,Sun,1,1,@,DET,W 27-23,426,1,2020,2020_01_CHI_DET
BUF,2019-11-28,426,Thu,12,13,@,DAL,W 26-15,426,2,2019,2019_13_BUF_DAL
BAL,2018-12-30,426,Sun,16,17,,CLE,W 26-24,426,3,2018,2018_17_BAL_CLE
JAX,2018-12-06,426,Thu,13,14,@,TEN,L 9-30,426,1,2018,2018_14_JAX_TEN
IND,2017-12-03,426,Sun,12,13,@,JAX,L 10-30,426,0,2017,2017_13_IND_JAX
WAS,2022-09-18,425,Sun,2,2,@,DET,L 27-36,425,0,2022,2022_02_WAS_DET
ATL,2021-12-05,425,Sun,12,13,,TAM,L 17-30,425,1,2021,2021_13_ATL_TAM
PIT,2021-09-19,425,Sun,2,2,,LVR,L 17-26,425,0,2021,2021_02_PIT_LVR
IND,2020-12-20,425,Sun,14,15,,HOU,W 27-20,425,2,2020,2020_15_IND_HOU
PIT,2019-09-15,425,Sun,2,2,,SEA,L 26-28,425,2,2019,2019_02_PIT_SEA
CIN,2018-09-13,425,Thu,2,2,,BAL,W 34-23,425,3,2018,2018_02_CIN_BAL
SEA,2017-12-03,425,Sun,12,13,,PHI,W 24-10,425,2,2017,2017_13_SEA_PHI
ARI,2017-10-22,425,Sun,7,7,@,LAR,L 0-33,425,1,2017,2017_07_ARI_LAR
NYG,2017-10-22,425,Sun,7,7,,SEA,L 7-24,425,1,2017,2017_07_NYG_SEA
OAK,2017-10-19,425,Thu,7,7,,KAN,W 31-30,425,0,2017,2017_07_OAK_KAN
NYJ,2022-01-09,424,Sun,17,18,@,BUF,L 10-27,424,0,2021,2021_18_NYJ_BUF
WAS,2021-09-12,424,Sun,1,1,,LAC,L 16-20,424,2,2021,2021_01_WAS_LAC
IND,2020-12-13,424,Sun,13,14,@,LVR,W 44-27,424,3,2020,2020_14_IND_LVR
ATL,2020-12-06,424,Sun,12,13,,NOR,L 16-21,424,1,2020,2020_13_ATL_NOR
LVR,2020-09-21,424,Mon,2,2,,NOR,W 34-24,424,1,2020,2020_02_LVR_NOR
ARI,2019-12-29,424,Sun,16,17,@,LAR,L 24-31,424,0,2019,2019_17_ARI_LAR
IND,2019-12-16,424,Mon,14,15,@,NOR,L 7-34,424,0,2019,2019_15_IND_NOR
DEN,2019-11-24,424,Sun,11,12,@,BUF,L 3-20,424,1,2019,2019_12_DEN_BUF
MIA,2019-11-17,424,Sun,10,11,,BUF,L 20-37,424,0,2019,2019_11_MIA_BUF
CHI,2019-10-20,424,Sun,6,7,,NOR,L 25-36,424,0,2019,2019_07_CHI_NOR
DET,2019-09-15,424,Sun,2,2,,LAC,W 13-10,424,2,2019,2019_02_DET_LAC
JAX,2018-10-07,424,Sun,5,5,@,KAN,L 14-30,424,2,2018,2018_05_JAX_KAN
SEA,2017-12-10,424,Sun,13,14,@,JAX,L 24-30,424,1,2017,2017_14_SEA_JAX
NYG,2021-12-12,423,Sun,13,14,@,LAC,L 21-37,423,0,2021,2021_14_NYG_LAC
MIN,2021-11-28,423,Sun,11,12,@,SFO,L 26-34,423,1,2021,2021_12_MIN_SFO
BAL,2020-11-22,423,Sun,10,11,,TEN,L 24-30 (OT),423,1,2020,2020_11_BAL_TEN
NOR,2018-10-28,423,Sun,7,8,@,MIN,W 30-20,423,2,2018,2018_08_NOR_MIN
NYG,2018-10-22,423,Mon,7,7,@,ATL,L 20-23,423,1,2018,2018_07_NYG_ATL
BUF,2018-09-30,423,Sun,4,4,@,GNB,L 0-22,423,2,2018,2018_04_BUF_GNB
HOU,2022-10-09,422,Sun,5,5,@,JAX,W 13-6,422,2,2022,2022_05_HOU_JAX
ARI,2020-12-20,422,Sun,14,15,,PHI,W 33-26,422,0,2020,2020_15_ARI_PHI
NYJ,2020-10-25,422,Sun,7,7,,BUF,L 10-18,422,1,2020,2020_07_NYJ_BUF
DAL,2020-09-13,422,Sun,1,1,@,LAR,L 17-20,422,1,2020,2020_01_DAL_LAR
TEN,2019-09-29,422,Sun,4,4,@,ATL,W 24-10,422,1,2019,2019_04_TEN_ATL
CHI,2022-12-18,421,Sun,14,15,,PHI,L 20-25,421,3,2022,2022_15_CHI_PHI
GNB,2022-11-13,421,Sun,10,10,,DAL,W 31-28 (OT),421,2,2022,2022_10_GNB_DAL
ARI,2022-11-06,421,Sun,9,9,,SEA,L 21-31,421,1,2022,2022_09_ARI_SEA
NOR,2021-10-31,421,Sun,7,8,,TAM,W 36-27,421,3,2021,2021_08_NOR_TAM
LVR,2021-10-17,421,Sun,6,6,@,DEN,W 34-24,421,4,2021,2021_06_LVR_DEN
MIN,2020-11-08,421,Sun,8,9,,DET,W 34-20,421,3,2020,2020_09_MIN_DET
GNB,2019-09-15,421,Sun,2,2,,MIN,W 21-16,421,4,2019,2019_02_GNB_MIN
MIA,2018-12-09,421,Sun,13,14,,NWE,W 34-33,421,0,2018,2018_14_MIA_NWE
DAL,2018-11-11,421,Sun,9,10,@,PHI,W 27-20,421,1,2018,2018_10_DAL_PHI
CLE,2018-10-28,421,Sun,8,8,@,PIT,L 18-33,421,2,2018,2018_08_CLE_PIT
OAK,2017-11-19,421,Sun,10,11,,NWE,L 8-33,421,0,2017,2017_11_OAK_NWE
LAR,2017-09-21,421,Thu,3,3,@,SFO,W 41-39,421,2,2017,2017_03_LAR_SFO
ATL,2022-10-09,420,Sun,5,5,@,TAM,L 15-21,420,0,2022,2022_05_ATL_TAM
ATL,2022-09-25,420,Sun,3,3,@,SEA,W 27-23,420,1,2022,2022_03_ATL_SEA
HOU,2021-11-21,420,Sun,10,11,@,TEN,W 22-13,420,5,2021,2021_11_HOU_TEN
JAX,2021-09-30,420,Thu,4,4,@,CIN,L 21-24,420,0,2021,2021_04_JAX_CIN
NYG,2021-09-12,420,Sun,1,1,,DEN,L 13-27,420,1,2021,2021_01_NYG_DEN
JAX,2020-12-06,420,Sun,12,13,@,MIN,L 24-27 (OT),420,2,2020,2020_13_JAX_MIN
GNB,2020-11-22,420,Sun,10,11,@,IND,L 31-34 (OT),420,2,2020,2020_11_GNB_IND
TAM,2020-11-08,420,Sun,9,9,,NOR,L 3-38,420,2,2020,2020_09_TAM_NOR
SEA,2020-11-08,420,Sun,8,9,@,BUF,L 34-44,420,0,2020,2020_09_SEA_BUF
NYG,2020-09-27,420,Sun,3,3,,SFO,L 9-36,420,0,2020,2020_03_NYG_SFO
CHI,2017-11-26,420,Sun,11,12,@,PHI,L 3-31,420,3,2017,2017_12_CHI_PHI
CIN,2017-10-22,420,Sun,6,7,@,PIT,L 14-29,420,0,2017,2017_07_CIN_PIT
SEA,2017-09-24,420,Sun,3,3,@,TEN,L 27-33,420,0,2017,2017_03_SEA_TEN
PHI,2022-12-24,419,Sat,15,16,@,DAL,L 34-40,419,1,2022,2022_16_PHI_DAL
SEA,2022-11-13,419,Sun,10,10,@,TAM,L 16-21,419,2,2022,2022_10_SEA_TAM
HOU,2022-10-02,419,Sun,4,4,,LAC,L 24-34,419,1,2022,2022_04_HOU_LAC
MIN,2021-10-31,419,Sun,7,8,,DAL,L 16-20,419,2,2021,2021_08_MIN_DAL
ARI,2021-09-19,419,Sun,2,2,,MIN,W 34-33,419,0,2021,2021_02_ARI_MIN
LAC,2021-09-19,419,Sun,2,2,,DAL,L 17-20,419,1,2021,2021_02_LAC_DAL
BUF,2020-11-08,419,Sun,9,9,,SEA,W 44-34,419,4,2020,2020_09_BUF_SEA
DEN,2019-12-15,419,Sun,14,15,@,KAN,L 3-23,419,1,2019,2019_15_DEN_KAN
DET,2019-11-28,419,Thu,12,13,,CHI,L 20-24,419,1,2019,2019_13_DET_CHI
NYG,2018-12-30,419,Sun,16,17,,DAL,L 35-36,419,1,2018,2018_17_NYG_DAL
SEA,2018-12-23,419,Sun,15,16,,KAN,W 38-31,419,2,2018,2018_16_SEA_KAN
DEN,2017-11-05,419,Sun,8,9,@,PHI,L 23-51,419,1,2017,2017_09_DEN_PHI
SFO,2017-10-15,419,Sun,6,6,@,WAS,L 24-26,419,2,2017,2017_06_SFO_WAS
NYJ,2017-10-08,419,Sun,5,5,@,CLE,W 17-14,419,3,2017,2017_05_NYJ_CLE
ARI,2017-10-08,419,Sun,5,5,@,PHI,L 7-34,419,1,2017,2017_05_ARI_PHI
NYJ,2021-12-05,418,Sun,12,13,,PHI,L 18-33,418,0,2021,2021_13_NYJ_PHI
JAX,2021-12-05,418,Sun,12,13,@,LAR,L 7-37,418,0,2021,2021_13_JAX_LAR
CHI,2021-09-26,418,Sun,3,3,@,CLE,L 6-26,418,0,2021,2021_03_CHI_CLE
MIA,2020-12-26,418,Sat,15,16,@,LVR,W 26-25,418,1,2020,2020_16_MIA_LVR
NYG,2019-12-09,418,Mon,13,14,@,PHI,L 17-23 (OT),418,1,2019,2019_14_NYG_PHI
CAR,2019-11-24,418,Sun,11,12,@,NOR,L 31-34,418,1,2019,2019_12_CAR_NOR
SEA,2019-11-03,418,Sun,9,9,,TAM,W 40-34 (OT),418,1,2019,2019_09_SEA_TAM
MIA,2018-12-16,418,Sun,14,15,@,MIN,L 17-41,418,1,2018,2018_15_MIA_MIN
SFO,2017-09-21,418,Thu,3,3,,LAR,L 39-41,418,2,2017,2017_03_SFO_LAR
TAM,2022-10-02,417,Sun,4,4,,KAN,L 31-41,417,1,2022,2022_04_TAM_KAN
HOU,2021-12-26,417,Sun,15,16,,LAC,W 41-29,417,3,2021,2021_16_HOU_LAC
TEN,2021-10-18,417,Mon,6,6,,BUF,W 34-31,417,1,2021,2021_06_TEN_BUF
MIN,2021-01-03,417,Sun,16,17,@,DET,W 37-35,417,2,2020,2020_17_MIN_DET
KAN,2020-11-29,417,Sun,11,12,@,TAM,W 27-24,417,2,2020,2020_12_KAN_TAM
PHI,2020-10-04,417,Sun,4,4,@,SFO,W 25-20,417,3,2020,2020_04_PHI_SFO
TAM,2019-11-10,417,Sun,9,10,,ARI,W 30-27,417,2,2019,2019_10_TAM_ARI
TAM,2018-10-14,417,Sun,5,6,@,ATL,L 29-34,417,0,2018,2018_06_TAM_ATL
MIA,2017-11-26,417,Sun,11,12,@,NWE,L 17-35,417,2,2017,2017_12_MIA_NWE
GNB,2017-11-06,417,Mon,8,9,,DET,L 17-30,417,1,2017,2017_09_GNB_DET
NWE,2017-09-24,417,Sun,3,3,,HOU,W 36-33,417,2,2017,2017_03_NWE_HOU
DET,2022-12-11,416,Sun,13,14,,MIN,W 34-23,416,2,2022,2022_14_DET_MIN
MIN,2022-09-25,416,Sun,3,3,,DET,W 28-24,416,1,2022,2022_03_MIN_DET
NOR,2022-09-11,416,Sun,1,1,@,ATL,W 27-26,416,2,2022,2022_01_NOR_ATL
HOU,2022-01-02,416,Sun,16,17,@,SFO,L 7-23,416,1,2021,2021_17_HOU_SFO
TEN,2021-09-12,416,Sun,1,1,,ARI,L 13-38,416,1,2021,2021_01_TEN_ARI
KAN,2021-01-03,416,Sun,16,17,,LAC,L 21-38,416,0,2020,2020_17_KAN_LAC
ATL,2020-12-20,416,Sun,14,15,,TAM,L 27-31,416,0,2020,2020_15_ATL_TAM
CIN,2019-09-22,416,Sun,3,3,@,BUF,L 17-21,416,2,2019,2019_03_CIN_BUF
OAK,2018-11-25,416,Sun,11,12,@,BAL,L 17-34,416,2,2018,2018_12_OAK_BAL
GNB,2018-11-25,416,Sun,11,12,@,MIN,L 17-24,416,0,2018,2018_12_GNB_MIN
GNB,2018-10-28,416,Sun,7,8,@,LAR,L 27-29,416,0,2018,2018_08_GNB_LAR
BAL,2018-10-07,416,Sun,5,5,@,CLE,L 9-12 (OT),416,1,2018,2018_05_BAL_CLE
HOU,2017-12-10,416,Sun,13,14,,SFO,L 16-26,416,1,2017,2017_14_HOU_SFO
CIN,2017-11-12,416,Sun,9,10,@,TEN,L 20-24,416,2,2017,2017_10_CIN_TEN
JAX,2022-11-27,415,Sun,11,12,,BAL,W 28-27,415,2,2022,2022_12_JAX_BAL
LVR,2022-11-13,415,Sun,9,10,,IND,L 20-25,415,1,2022,2022_10_LVR_IND
DAL,2022-11-13,415,Sun,9,10,@,GNB,L 28-31 (OT),415,2,2022,2022_10_DAL_GNB
LAR,2021-10-24,415,Sun,7,7,,DET,W 28-19,415,2,2021,2021_07_LAR_DET
CAR,2020-10-25,415,Sun,7,7,@,NOR,L 24-27,415,1,2020,2020_07_CAR_NOR
SEA,2020-10-04,415,Sun,4,4,@,MIA,W 31-23,415,2,2020,2020_04_SEA_MIA
GNB,2019-12-15,415,Sun,14,15,,CHI,W 21-13,415,3,2019,2019_15_GNB_CHI
WAS,2019-12-15,415,Sun,14,15,,PHI,L 27-37,415,1,2019,2019_15_WAS_PHI
MIA,2018-12-02,415,Sun,12,13,,BUF,W 21-17,415,3,2018,2018_13_MIA_BUF
IND,2018-11-11,415,Sun,9,10,,JAX,W 29-26,415,1,2018,2018_10_IND_JAX
NOR,2017-11-26,415,Sun,11,12,@,LAR,L 20-26,415,1,2017,2017_12_NOR_LAR
PHI,2017-09-24,415,Sun,3,3,,NYG,W 27-24,415,2,2017,2017_03_PHI_NYG
TEN,2022-09-19,414,Mon,2,2,@,BUF,L 7-41,414,0,2022,2022_02_TEN_BUF
CHI,2022-09-18,414,Sun,2,2,@,GNB,L 10-27,414,1,2022,2022_02_CHI_GNB
CIN,2022-01-02,414,Sun,16,17,,KAN,W 34-31,414,0,2021,2021_17_CIN_KAN
PIT,2021-11-08,414,Mon,8,9,,CHI,W 29-27,414,2,2021,2021_09_PIT_CHI
LAC,2020-09-20,414,Sun,2,2,,KAN,L 20-23 (OT),414,0,2020,2020_02_LAC_KAN
BUF,2019-12-21,414,Sat,15,16,@,NWE,L 17-24,414,1,2019,2019_16_BUF_NWE
SEA,2019-12-15,414,Sun,14,15,@,CAR,W 30-24,414,3,2019,2019_15_SEA_CAR
DEN,2019-12-08,414,Sun,13,14,@,HOU,W 38-24,414,3,2019,2019_14_DEN_HOU
NOR,2019-09-09,414,Mon,1,1,,HOU,W 30-28,414,1,2019,2019_01_NOR_HOU
ARI,2018-11-25,414,Sun,11,12,@,LAC,L 10-45,414,1,2018,2018_12_ARI_LAC
LAR,2018-11-11,414,Sun,10,10,,SEA,W 36-31,414,1,2018,2018_10_LAR_SEA
DET,2018-09-30,414,Sun,4,4,@,DAL,L 24-26,414,0,2018,2018_04_DET_DAL
NWE,2018-09-23,414,Sun,3,3,@,DET,L 10-26,414,1,2018,2018_03_NWE_DET
TEN,2017-12-17,414,Sun,14,15,@,SFO,L 23-25,414,0,2017,2017_15_TEN_SFO
LAC,2017-10-29,414,Sun,8,8,@,NWE,L 13-21,414,0,2017,2017_08_LAC_NWE
DET,2022-11-20,413,Sun,10,11,@,NYG,W 31-18,413,3,2022,2022_11_DET_NYG
LAC,2022-09-25,413,Sun,3,3,,JAX,L 10-38,413,0,2022,2022_03_LAC_JAX
LVR,2022-09-18,413,Sun,2,2,,ARI,L 23-29 (OT),413,1,2022,2022_02_LVR_ARI
LAR,2022-09-08,413,Thu,1,1,,BUF,L 10-31,413,4,2022,2022_01_LAR_BUF
SEA,2021-11-21,413,Sun,10,11,,ARI,L 13-23,413,0,2021,2021_11_SEA_ARI
ATL,2021-10-24,413,Sun,6,7,@,MIA,W 30-28,413,2,2021,2021_07_ATL_MIA
NOR,2020-12-13,413,Sun,13,14,@,PHI,L 21-24,413,1,2020,2020_14_NOR_PHI
TAM,2020-11-23,413,Mon,11,11,,LAR,L 24-27,413,2,2020,2020_11_TAM_LAR
LVR,2020-10-11,413,Sun,5,5,@,KAN,W 40-32,413,1,2020,2020_05_LVR_KAN
ARI,2019-09-22,413,Sun,3,3,,CAR,L 20-38,413,1,2019,2019_03_ARI_CAR
DET,2018-10-28,413,Sun,7,8,,SEA,L 14-28,413,0,2018,2018_08_DET_SEA
TAM,2018-09-24,413,Mon,3,3,,PIT,L 27-30,413,1,2018,2018_03_TAM_PIT
NWE,2017-12-17,413,Sun,14,15,@,PIT,W 27-24,413,1,2017,2017_15_NWE_PIT
PIT,2017-12-10,413,Sun,13,14,,BAL,W 39-38,413,1,2017,2017_14_PIT_BAL
DET,2017-11-12,413,Sun,9,10,,CLE,W 38-24,413,2,2017,2017_10_DET_CLE
ATL,2021-10-03,412,Sun,4,4,,WAS,L 30-34,412,0,2021,2021_04_ATL_WAS
TEN,2020-10-18,412,Sun,5,6,,HOU,W 42-36 (OT),412,0,2020,2020_06_TEN_HOU
DAL,2020-09-27,412,Sun,3,3,@,SEA,L 31-38,412,1,2020,2020_03_DAL_SEA
SEA,2019-12-22,412,Sun,15,16,,ARI,L 13-27,412,0,2019,2019_16_SEA_ARI
MIA,2019-12-15,412,Sun,14,15,@,NYG,L 20-36,412,3,2019,2019_15_MIA_NYG
NWE,2018-12-09,412,Sun,13,14,@,MIA,L 33-34,412,0,2018,2018_14_NWE_MIA
SFO,2018-11-25,412,Sun,11,12,@,TAM,L 9-27,412,0,2018,2018_12_SFO_TAM
OAK,2018-10-07,412,Sun,5,5,@,LAC,L 10-26,412,0,2018,2018_05_OAK_LAC
TAM,2018-09-16,412,Sun,2,2,,PHI,W 27-21,412,2,2018,2018_02_TAM_PHI
NYJ,2017-12-17,412,Sun,14,15,@,NOR,L 19-31,412,3,2017,2017_15_NYJ_NOR
NYG,2017-10-15,412,Sun,6,6,@,DEN,W 23-10,412,3,2017,2017_06_NYG_DEN
ARI,2017-10-15,412,Sun,6,6,,TAM,W 38-33,412,2,2017,2017_06_ARI_TAM
DAL,2017-10-01,412,Sun,4,4,,LAR,L 30-35,412,0,2017,2017_04_DAL_LAR
NYG,2022-12-04,411,Sun,12,13,,WAS,T 20-20 (OT),411,1,2022,2022_13_NYG_WAS
NOR,2020-12-20,411,Sun,14,15,,KAN,L 29-32,411,1,2020,2020_15_NOR_KAN
KAN,2020-10-25,411,Sun,7,7,@,DEN,W 43-16,411,4,2020,2020_07_KAN_DEN
ARI,2019-10-31,411,Thu,9,9,,SFO,L 25-28,411,0,2019,2019_09_ARI_SFO
KAN,2018-10-28,411,Sun,8,8,,DEN,W 30-23,411,2,2018,2018_08_KAN_DEN
ARI,2018-10-14,411,Sun,6,6,@,MIN,L 17-27,411,2,2018,2018_06_ARI_MIN
BUF,2017-12-24,411,Sun,15,16,@,NWE,L 16-37,411,1,2017,2017_16_BUF_NWE
HOU,2020-12-13,410,Sun,13,14,@,CHI,L 7-36,410,0,2020,2020_14_HOU_CHI
DET,2020-12-13,410,Sun,13,14,,GNB,L 24-31,410,0,2020,2020_14_DET_GNB
NYJ,2020-12-13,410,Sun,13,14,@,SEA,L 3-40,410,1,2020,2020_14_NYJ_SEA
HOU,2020-10-04,410,Sun,4,4,,MIN,L 23-31,410,0,2020,2020_04_HOU_MIN
BUF,2020-09-20,410,Sun,2,2,@,MIA,W 31-28,410,0,2020,2020_02_BUF_MIA
DEN,2020-09-20,410,Sun,2,2,@,PIT,L 21-26,410,2,2020,2020_02_DEN_PIT
JAX,2019-11-03,410,Sun,9,9,,HOU,L 3-26,410,1,2019,2019_09_JAX_HOU
PHI,2018-11-11,410,Sun,9,10,,DAL,L 20-27,410,0,2018,2018_10_PHI_DAL
CLE,2018-10-07,410,Sun,5,5,,BAL,W 12-9 (OT),410,2,2018,2018_05_CLE_BAL
TAM,2017-12-18,410,Mon,14,15,,ATL,L 21-24,410,0,2017,2017_15_TAM_ATL
BAL,2017-09-24,410,Sun,3,3,@,JAX,L 7-44,410,0,2017,2017_03_BAL_JAX
NYJ,2017-09-17,410,Sun,2,2,@,OAK,L 20-45,410,0,2017,2017_02_NYJ_OAK
GNB,2022-12-04,409,Sun,13,13,@,CHI,W 28-19,409,3,2022,2022_13_GNB_CHI
MIN,2022-11-24,409,Thu,11,12,,NWE,W 33-26,409,0,2022,2022_12_MIN_NWE
CAR,2022-01-09,409,Sun,17,18,@,TAM,L 17-41,409,0,2021,2021_18_CAR_TAM
JAX,2020-12-20,409,Sun,14,15,@,BAL,L 14-40,409,1,2020,2020_15_JAX_BAL
PHI,2019-12-01,409,Sun,12,13,@,MIA,L 31-37,409,1,2019,2019_13_PHI_MIA
OAK,2018-12-30,409,Sun,16,17,@,KAN,L 3-35,409,1,2018,2018_17_OAK_KAN
NWE,2017-10-05,409,Thu,5,5,@,TAM,W 19-14,409,0,2017,2017_05_NWE_TAM
PIT,2022-11-20,408,Sun,10,11,,CIN,L 30-37,408,2,2022,2022_11_PIT_CIN
GNB,2022-11-17,408,Thu,11,11,,TEN,L 17-27,408,1,2022,2022_11_GNB_TEN
DET,2022-11-13,408,Sun,9,10,@,CHI,W 31-30,408,1,2022,2022_10_DET_CHI
GNB,2021-12-25,408,Sat,15,16,,CLE,W 24-22,408,4,2021,2021_16_GNB_CLE
GNB,2021-11-21,408,Sun,11,11,@,MIN,L 31-34,408,0,2021,2021_11_GNB_MIN
CHI,2021-10-24,408,Sun,7,7,@,TAM,L 3-38,408,1,2021,2021_07_CHI_TAM
DAL,2021-09-19,408,Sun,2,2,@,LAC,W 20-17,408,2,2021,2021_02_DAL_LAC
LAC,2020-10-12,408,Mon,5,5,@,NOR,L 27-30 (OT),408,1,2020,2020_05_LAC_NOR
CHI,2019-12-05,408,Thu,13,14,,DAL,W 31-24,408,0,2019,2019_14_CHI_DAL
OAK,2017-12-10,408,Sun,13,14,@,KAN,L 15-26,408,1,2017,2017_14_OAK_KAN
DET,2017-11-23,408,Thu,11,12,,MIN,L 23-30,408,0,2017,2017_12_DET_MIN
CIN,2017-11-05,408,Sun,8,9,@,JAX,L 7-23,408,1,2017,2017_09_CIN_JAX
NWE,2017-10-15,408,Sun,6,6,@,NYJ,W 24-17,408,3,2017,2017_06_NWE_NYJ
GNB,2017-10-08,408,Sun,5,5,@,DAL,W 35-31,408,3,2017,2017_05_GNB_DAL
NYJ,2017-09-10,408,Sun,1,1,@,BUF,L 12-21,408,1,2017,2017_01_NYJ_BUF
DEN,2022-11-20,407,Sun,10,11,,LVR,L 16-22 (OT),407,0,2022,2022_11_DEN_LVR
DAL,2021-11-07,407,Sun,8,9,,DEN,L 16-30,407,0,2021,2021_09_DAL_DEN
JAX,2021-09-26,407,Sun,3,3,,ARI,L 19-31,407,1,2021,2021_03_JAX_ARI
TAM,2021-09-26,407,Sun,3,3,@,LAR,L 24-34,407,0,2021,2021_03_TAM_LAR
HOU,2021-09-23,407,Thu,3,3,,CAR,L 9-24,407,0,2021,2021_03_HOU_CAR
NYG,2021-09-16,407,Thu,2,2,@,WAS,L 29-30,407,1,2021,2021_02_NYG_WAS
CHI,2020-12-20,407,Sun,14,15,@,MIN,W 33-27,407,1,2020,2020_15_CHI_MIN
HOU,2020-09-20,407,Sun,2,2,,BAL,L 16-33,407,0,2020,2020_02_HOU_BAL
CAR,2019-10-13,407,Sun,6,6,@,TAM,W 37-26,407,7,2019,2019_06_CAR_TAM
PHI,2018-12-16,407,Sun,14,15,@,LAR,W 30-23,407,3,2018,2018_15_PHI_LAR
KAN,2018-12-13,407,Thu,14,15,,LAC,L 28-29,407,2,2018,2018_15_KAN_LAC
TAM,2018-11-04,407,Sun,8,9,@,CAR,L 28-42,407,0,2018,2018_09_TAM_CAR
ATL,2018-09-30,407,Sun,4,4,,CIN,L 36-37,407,1,2018,2018_04_ATL_CIN
NOR,2018-09-23,407,Sun,3,3,@,ATL,W 43-37 (OT),407,0,2018,2018_03_NOR_ATL
TAM,2017-11-05,407,Sun,8,9,@,NOR,L 10-30,407,2,2017,2017_09_TAM_NOR
CAR,2022-10-30,406,Sun,8,8,@,ATL,L 34-37 (OT),406,2,2022,2022_08_CAR_ATL
NYG,2022-10-16,406,Sun,6,6,,BAL,W 24-20,406,2,2022,2022_06_NYG_BAL
DEN,2021-10-03,406,Sun,4,4,,BAL,L 7-23,406,0,2021,2021_04_DEN_BAL
LVR,2021-09-13,406,Mon,1,1,,BAL,W 33-27 (OT),406,2,2021,2021_01_LVR_BAL
CIN,2020-12-06,406,Sun,12,13,@,MIA,L 7-19,406,1,2020,2020_13_CIN_MIA
LVR,2020-09-27,406,Sun,3,3,@,NWE,L 20-36,406,1,2020,2020_03_LVR_NWE
SEA,2019-10-13,406,Sun,6,6,@,CLE,W 32-28,406,4,2019,2019_06_SEA_CLE
KAN,2018-09-23,406,Sun,3,3,,SFO,W 38-27,406,0,2018,2018_03_KAN_SFO
WAS,2017-11-12,406,Sun,9,10,,MIN,L 30-38,406,2,2017,2017_10_WAS_MIN
KAN,2017-09-17,406,Sun,2,2,,PHI,W 27-20,406,2,2017,2017_02_KAN_PHI
BUF,2022-12-17,405,Sat,14,15,,MIA,W 32-29,405,0,2022,2022_15_BUF_MIA
NYJ,2022-09-18,405,Sun,2,2,@,CLE,W 31-30,405,1,2022,2022_02_NYJ_CLE
HOU,2022-01-09,405,Sun,17,18,,TEN,L 25-28,405,0,2021,2021_18_HOU_TEN
DAL,2021-12-02,405,Thu,12,13,@,NOR,W 27-17,405,4,2021,2021_13_DAL_NOR
NYG,2021-10-03,405,Sun,4,4,@,NOR,W 27-21 (OT),405,1,2021,2021_04_NYG_NOR
BAL,2021-09-19,405,Sun,2,2,,KAN,W 36-35,405,2,2021,2021_02_BAL_KAN
ATL,2020-11-08,405,Sun,9,9,,DEN,W 34-27,405,1,2020,2020_09_ATL_DEN
SFO,2020-11-05,405,Thu,9,9,,GNB,L 17-34,405,0,2020,2020_09_SFO_GNB
OAK,2018-11-01,405,Thu,8,9,@,SFO,L 3-34,405,0,2018,2018_09_OAK_SFO
CIN,2017-11-26,405,Sun,11,12,,CLE,W 30-16,405,0,2017,2017_12_CIN_CLE
HOU,2022-12-11,404,Sun,13,14,@,DAL,L 23-27,404,3,2022,2022_14_HOU_DAL
TAM,2022-12-11,404,Sun,13,14,@,SFO,L 7-35,404,1,2022,2022_14_TAM_SFO
LAC,2022-12-04,404,Sun,12,13,@,LVR,L 20-27,404,2,2022,2022_13_LAC_LVR
LVR,2022-10-23,404,Sun,6,7,,HOU,W 38-20,404,1,2022,2022_07_LVR_HOU
LAC,2022-10-23,404,Sun,7,7,,SEA,L 23-37,404,2,2022,2022_07_LAC_SEA
GNB,2022-01-09,404,Sun,17,18,@,DET,L 30-37,404,0,2021,2021_18_GNB_DET
KAN,2021-12-05,404,Sun,12,13,,DEN,W 22-9,404,3,2021,2021_13_KAN_DEN
NYJ,2021-01-03,404,Sun,16,17,@,NWE,L 14-28,404,0,2020,2020_17_NYJ_NWE
SFO,2020-09-13,404,Sun,1,1,,ARI,L 20-24,404,1,2020,2020_01_SFO_ARI
NYJ,2020-09-13,404,Sun,1,1,@,BUF,L 17-27,404,2,2020,2020_01_NYJ_BUF
WAS,2018-11-22,404,Thu,11,12,@,DAL,L 23-31,404,0,2018,2018_12_WAS_DAL
MIA,2017-12-24,404,Sun,15,16,@,KAN,L 13-29,404,0,2017,2017_16_MIA_KAN
LVR,2022-11-06,403,Sun,8,9,@,JAX,L 20-27,403,1,2022,2022_09_LVR_JAX
ATL,2022-10-02,403,Sun,4,4,,CLE,W 23-20,403,2,2022,2022_04_ATL_CLE
NYG,2021-11-07,403,Sun,9,9,,LVR,W 23-16,403,3,2021,2021_09_NYG_LVR
CIN,2021-09-12,403,Sun,1,1,,MIN,W 27-24 (OT),403,1,2021,2021_01_CIN_MIN
HOU,2020-11-08,403,Sun,8,9,@,JAX,W 27-25,403,1,2020,2020_09_HOU_JAX
