Team,Date,Pts,Day,G#,Week,,Opp,Result,Pts,PtsO,PtDif,PC,Season,game_id
WAS,2019-10-13,17,Sun,6,6,@,MIA,W 17-16,17,16,1,33,2019,2019_06_WAS_MIA
LAC,2019-10-13,17,Sun,6,6,,PIT,L 17-24,17,24,-7,41,2019,2019_06_LAC_PIT
CIN,2019-10-13,17,Sun,6,6,@,BAL,L 17-23,17,23,-6,40,2019,2019_06_CIN_BAL
CIN,2019-09-22,17,Sun,3,3,@,BUF,L 17-21,17,21,-4,38,2019,2019_03_CIN_BUF
CIN,2019-09-15,17,Sun,2,2,,SFO,L 17-41,17,41,-24,58,2019,2019_02_CIN_SFO
ARI,2019-09-15,17,Sun,2,2,@,BAL,L 17-23,17,23,-6,40,2019,2019_02_ARI_BAL
TEN,2019-09-15,17,Sun,2,2,,IND,L 17-19,17,19,-2,36,2019,2019_02_TEN_IND
BUF,2019-09-08,17,Sun,1,1,@,NYJ,W 17-16,17,16,1,33,2019,2019_01_BUF_NYJ
TAM,2019-09-08,17,Sun,1,1,,SFO,L 17-31,17,31,-14,48,2019,2019_01_TAM_SFO
NYG,2019-09-08,17,Sun,1,1,@,DAL,L 17-35,17,35,-18,52,2019,2019_01_NYG_DAL
TEN,2018-12-30,17,Sun,16,17,,IND,L 17-33,17,33,-16,50,2018,2018_17_TEN_IND
MIA,2018-12-30,17,Sun,16,17,@,BUF,L 17-42,17,42,-25,59,2018,2018_17_MIA_BUF
JAX,2018-12-23,17,Sun,15,16,@,MIA,W 17-7,17,7,10,24,2018,2018_16_JAX_MIA
TEN,2018-12-16,17,Sun,14,15,@,NYG,W 17-0,17,0,17,17,2018,2018_15_TEN_NYG
MIA,2018-12-16,17,Sun,14,15,@,MIN,L 17-41,17,41,-24,58,2018,2018_15_MIA_MIN
GNB,2018-12-16,17,Sun,14,15,@,CHI,L 17-24,17,24,-7,41,2018,2018_15_GNB_CHI
PIT,2018-12-16,17,Sun,14,15,,NWE,W 17-10,17,10,7,27,2018,2018_15_PIT_NWE
CLE,2018-12-15,17,Sat,14,15,@,DEN,W 17-16,17,16,1,33,2018,2018_15_CLE_DEN
DET,2018-12-09,17,Sun,13,14,@,ARI,W 17-3,17,3,14,20,2018,2018_14_DET_ARI
CAR,2018-12-02,17,Sun,12,13,@,TAM,L 17-24,17,24,-7,41,2018,2018_13_CAR_TAM
BUF,2018-12-02,17,Sun,12,13,@,MIA,L 17-21,17,21,-4,38,2018,2018_13_BUF_MIA
GNB,2018-12-02,17,Sun,12,13,,ARI,L 17-20,17,20,-3,37,2018,2018_13_GNB_ARI
TEN,2018-11-26,17,Mon,11,12,@,HOU,L 17-34,17,34,-17,51,2018,2018_12_TEN_HOU
OAK,2018-11-25,17,Sun,11,12,@,BAL,L 17-34,17,34,-17,51,2018,2018_12_OAK_BAL
GNB,2018-11-25,17,Sun,11,12,@,MIN,L 17-24,17,24,-7,41,2018,2018_12_GNB_MIN
PIT,2018-11-25,17,Sun,11,12,@,DEN,L 17-24,17,24,-7,41,2018,2018_12_PIT_DEN
ATL,2018-11-22,17,Thu,11,12,@,NOR,L 17-31,17,31,-14,48,2018,2018_12_ATL_NOR
SEA,2018-11-04,17,Sun,8,9,,LAC,L 17-25,17,25,-8,42,2018,2018_09_SEA_LAC
GNB,2018-11-04,17,Sun,8,9,@,NWE,L 17-31,17,31,-14,48,2018,2018_09_GNB_NWE
DEN,2018-11-04,17,Sun,9,9,,HOU,L 17-19,17,19,-2,36,2018,2018_09_DEN_HOU
DAL,2018-10-21,17,Sun,7,7,@,WAS,L 17-20,17,20,-3,37,2018,2018_07_DAL_WAS
NYJ,2018-10-21,17,Sun,7,7,,MIN,L 17-37,17,37,-20,54,2018,2018_07_NYJ_MIN
PHI,2018-10-21,17,Sun,7,7,,CAR,L 17-21,17,21,-4,38,2018,2018_07_PHI_CAR
CAR,2018-10-14,17,Sun,5,6,@,WAS,L 17-23,17,23,-6,40,2018,2018_06_CAR_WAS
ARI,2018-10-14,17,Sun,6,6,@,MIN,L 17-27,17,27,-10,44,2018,2018_06_ARI_MIN
MIA,2018-10-07,17,Sun,5,5,@,CIN,L 17-27,17,27,-10,44,2018,2018_05_MIA_CIN
ATL,2018-10-07,17,Sun,5,5,@,PIT,L 17-41,17,41,-24,58,2018,2018_05_ATL_PIT
ARI,2018-09-30,17,Sun,4,4,,SEA,L 17-20,17,20,-3,37,2018,2018_04_ARI_SEA
GNB,2018-09-23,17,Sun,3,3,@,WAS,L 17-31,17,31,-14,48,2018,2018_03_GNB_WAS
NYJ,2018-09-20,17,Thu,3,3,@,CLE,L 17-21,17,21,-4,38,2018,2018_03_NYJ_CLE
SEA,2018-09-17,17,Mon,2,2,@,CHI,L 17-24,17,24,-7,41,2018,2018_02_SEA_CHI
HOU,2018-09-16,17,Sun,2,2,@,TEN,L 17-20,17,20,-3,37,2018,2018_02_HOU_TEN
DET,2018-09-10,17,Mon,1,1,,NYJ,L 17-48,17,48,-31,65,2018,2018_01_DET_NYJ
DET,2017-12-24,17,Sun,15,16,@,CIN,L 17-26,17,26,-9,43,2017,2017_16_DET_CIN
OAK,2017-12-17,17,Sun,14,15,,DAL,L 17-20,17,20,-3,37,2017,2017_15_OAK_DAL
NOR,2017-12-07,17,Thu,13,14,@,ATL,L 17-20,17,20,-3,37,2017,2017_14_NOR_ATL
NYG,2017-12-03,17,Sun,12,13,@,OAK,L 17-24,17,24,-7,41,2017,2017_13_NYG_OAK
MIA,2017-11-26,17,Sun,11,12,@,NWE,L 17-35,17,35,-18,52,2017,2017_12_MIA_NWE
DEN,2017-11-19,17,Sun,10,11,,CIN,L 17-20,17,20,-3,37,2017,2017_11_DEN_CIN
TEN,2017-11-16,17,Thu,10,11,@,PIT,L 17-40,17,40,-23,57,2017,2017_11_TEN_PIT
IND,2017-11-12,17,Sun,10,10,,PIT,L 17-20,17,20,-3,37,2017,2017_10_IND_PIT
LAC,2017-11-12,17,Sun,9,10,@,JAX,L 17-20 (OT),17,20,-3,37,2017,2017_10_LAC_JAX
GNB,2017-11-06,17,Mon,8,9,,DET,L 17-30,17,30,-13,47,2017,2017_09_GNB_DET
NYG,2017-11-05,17,Sun,8,9,,LAR,L 17-51,17,51,-34,68,2017,2017_09_NYG_LAR
WAS,2017-11-05,17,Sun,8,9,@,SEA,W 17-14,17,14,3,31,2017,2017_09_WAS_SEA
ATL,2017-11-05,17,Sun,8,9,@,CAR,L 17-20,17,20,-3,37,2017,2017_09_ATL_CAR
KAN,2017-11-05,17,Sun,9,9,@,DAL,L 17-28,17,28,-11,45,2017,2017_09_KAN_DAL
CAR,2017-10-29,17,Sun,8,8,@,TAM,W 17-3,17,3,14,20,2017,2017_08_CAR_TAM
GNB,2017-10-22,17,Sun,7,7,,NOR,L 17-26,17,26,-9,43,2017,2017_07_GNB_NOR
CHI,2017-10-22,17,Sun,7,7,,CAR,W 17-3,17,3,14,20,2017,2017_07_CHI_CAR
JAX,2017-10-15,17,Sun,6,6,,LAR,L 17-27,17,27,-10,44,2017,2017_06_JAX_LAR
NYJ,2017-10-15,17,Sun,6,6,,NWE,L 17-24,17,24,-7,41,2017,2017_06_NYJ_NWE
CLE,2017-10-15,17,Sun,6,6,@,HOU,L 17-33,17,33,-16,50,2017,2017_06_CLE_HOU
LAC,2017-10-15,17,Sun,6,6,@,OAK,W 17-16,17,16,1,33,2017,2017_06_LAC_OAK
ATL,2017-10-15,17,Sun,5,6,,MIA,L 17-20,17,20,-3,37,2017,2017_06_ATL_MIA
CHI,2017-10-09,17,Mon,5,5,,MIN,L 17-20,17,20,-3,37,2017,2017_05_CHI_MIN
NYJ,2017-10-08,17,Sun,5,5,@,CLE,W 17-14,17,14,3,31,2017,2017_05_NYJ_CLE
OAK,2017-10-08,17,Sun,5,5,,BAL,L 17-30,17,30,-13,47,2017,2017_05_OAK_BAL
ATL,2017-10-01,17,Sun,4,4,,BUF,L 17-23,17,23,-6,40,2017,2017_04_ATL_BUF
ARI,2017-09-25,17,Mon,3,3,,DAL,L 17-28,17,28,-11,45,2017,2017_03_ARI_DAL
TAM,2017-09-24,17,Sun,2,3,@,MIN,L 17-34,17,34,-17,51,2017,2017_03_TAM_MIN
PIT,2017-09-24,17,Sun,3,3,@,CHI,L 17-23 (OT),17,23,-6,40,2017,2017_03_PIT_CHI
DAL,2017-09-17,17,Sun,2,2,@,DEN,L 17-42,17,42,-25,59,2017,2017_02_DAL_DEN
LAC,2017-09-17,17,Sun,2,2,,MIA,L 17-19,17,19,-2,36,2017,2017_02_LAC_MIA
GNB,2017-09-10,17,Sun,1,1,,SEA,W 17-9,17,9,8,26,2017,2017_01_GNB_SEA
CHI,2017-09-10,17,Sun,1,1,,ATL,L 17-23,17,23,-6,40,2017,2017_01_CHI_ATL
WAS,2017-09-10,17,Sun,1,1,,PHI,L 17-30,17,30,-13,47,2017,2017_01_WAS_PHI
BAL,2023-01-08,16,Sun,17,18,@,CIN,L 16-27,16,27,-11,43,2022,2022_18_BAL_CIN
LAR,2023-01-08,16,Sun,17,18,@,SEA,L 16-19 (OT),16,19,-3,35,2022,2022_18_LAR_SEA
GNB,2023-01-08,16,Sun,17,18,,DET,L 16-20,16,20,-4,36,2022,2022_18_GNB_DET
NYG,2023-01-08,16,Sun,17,18,@,PHI,L 16-22,16,22,-6,38,2022,2022_18_NYG_PHI
TEN,2023-01-07,16,Sat,17,18,@,JAX,L 16-20,16,20,-4,36,2022,2022_18_TEN_JAX
PIT,2023-01-01,16,Sun,16,17,@,BAL,W 16-13,16,13,3,29,2022,2022_17_PIT_BAL
ARI,2022-12-25,16,Sun,15,16,,TAM,L 16-19 (OT),16,19,-3,35,2022,2022_16_ARI_TAM
CAR,2022-12-18,16,Sun,14,15,,PIT,L 16-24,16,24,-8,40,2022,2022_15_CAR_PIT
BAL,2022-12-11,16,Sun,13,14,@,PIT,W 16-14,16,14,2,30,2022,2022_14_BAL_PIT
LVR,2022-12-08,16,Thu,13,14,@,LAR,L 16-17,16,17,-1,33,2022,2022_14_LVR_LAR
NOR,2022-12-05,16,Mon,13,13,@,TAM,L 16-17,16,17,-1,33,2022,2022_13_NOR_TAM
ATL,2022-12-04,16,Sun,13,13,,PIT,L 16-19,16,19,-3,35,2022,2022_13_ATL_PIT
TEN,2022-11-27,16,Sun,11,12,,CIN,L 16-20,16,20,-4,36,2022,2022_12_TEN_CIN
DEN,2022-11-20,16,Sun,10,11,,LVR,L 16-22 (OT),16,22,-6,38,2022,2022_11_DEN_LVR
IND,2022-11-20,16,Sun,11,11,,PHI,L 16-17,16,17,-1,33,2022,2022_11_IND_PHI
SEA,2022-11-13,16,Sun,10,10,@,TAM,L 16-21,16,21,-5,37,2022,2022_10_SEA_TAM
LAC,2022-11-13,16,Sun,9,10,@,SFO,L 16-22,16,22,-6,38,2022,2022_10_LAC_SFO
HOU,2022-11-13,16,Sun,9,10,@,NYG,L 16-24,16,24,-8,40,2022,2022_10_HOU_NYG
TAM,2022-11-06,16,Sun,9,9,,LAR,W 16-13,16,13,3,29,2022,2022_09_TAM_LAR
IND,2022-10-30,16,Sun,8,8,,WAS,L 16-17,16,17,-1,33,2022,2022_08_IND_WAS
NYJ,2022-10-23,16,Sun,7,7,@,DEN,W 16-9,16,9,7,25,2022,2022_07_NYJ_DEN
MIA,2022-10-23,16,Sun,7,7,,PIT,W 16-10,16,10,6,26,2022,2022_07_MIA_PIT
DEN,2022-10-17,16,Mon,6,6,@,LAC,L 16-19 (OT),16,19,-3,35,2022,2022_06_DEN_LAC
MIA,2022-10-16,16,Sun,6,6,,MIN,L 16-24,16,24,-8,40,2022,2022_06_MIA_MIN
CAR,2022-10-02,16,Sun,4,4,,ARI,L 16-26,16,26,-10,42,2022,2022_04_CAR_ARI
NYG,2022-09-26,16,Mon,3,3,,DAL,L 16-23,16,23,-7,39,2022,2022_03_NYG_DAL
DEN,2022-09-18,16,Sun,2,2,,HOU,W 16-9,16,9,7,25,2022,2022_02_DEN_HOU
CAR,2022-09-18,16,Sun,2,2,@,NYG,L 16-19,16,19,-3,35,2022,2022_02_CAR_NYG
DEN,2022-09-12,16,Mon,1,1,@,SEA,L 16-17,16,17,-1,33,2022,2022_01_DEN_SEA
PIT,2022-01-09,16,Sun,17,18,@,BAL,W 16-13 (OT),16,13,3,29,2021,2021_18_PIT_BAL
CIN,2022-01-09,16,Sun,17,18,@,CLE,L 16-21,16,21,-5,37,2021,2021_18_CIN_CLE
WAS,2022-01-02,16,Sun,16,17,,PHI,L 16-20,16,20,-4,36,2021,2021_17_WAS_PHI
DET,2021-12-26,16,Sun,15,16,@,ATL,L 16-20,16,20,-4,36,2021,2021_16_DET_ATL
ARI,2021-12-25,16,Sat,15,16,,IND,L 16-22,16,22,-6,38,2021,2021_16_ARI_IND
LVR,2021-12-20,16,Mon,14,15,@,CLE,W 16-14,16,14,2,30,2021,2021_15_LVR_CLE
JAX,2021-12-19,16,Sun,14,15,,HOU,L 16-30,16,30,-14,46,2021,2021_15_JAX_HOU
BAL,2021-11-28,16,Sun,11,12,,CLE,W 16-10,16,10,6,26,2021,2021_12_BAL_CLE
CHI,2021-11-25,16,Thu,11,12,@,DET,W 16-14,16,14,2,30,2021,2021_12_CHI_DET
BAL,2021-11-21,16,Sun,10,11,@,CHI,W 16-13,16,13,3,29,2021,2021_11_BAL_CHI
PIT,2021-11-14,16,Sun,9,10,,DET,T 16-16 (OT),16,16,0,32,2021,2021_10_PIT_DET
DET,2021-11-14,16,Sun,9,10,@,PIT,T 16-16 (OT),16,16,0,32,2021,2021_10_DET_PIT
DAL,2021-11-07,16,Sun,8,9,,DEN,L 16-30,16,30,-14,46,2021,2021_09_DAL_DEN
LAR,2021-11-07,16,Sun,9,9,,TEN,L 16-28,16,28,-12,44,2021,2021_09_LAR_TEN
CIN,2021-11-07,16,Sun,9,9,,CLE,L 16-41,16,41,-25,57,2021,2021_09_CIN_CLE
LVR,2021-11-07,16,Sun,8,9,@,NYG,L 16-23,16,23,-7,39,2021,2021_09_LVR_NYG
MIN,2021-10-31,16,Sun,7,8,,DAL,L 16-20,16,20,-4,36,2021,2021_08_MIN_DAL
IND,2021-09-26,16,Sun,3,3,@,TEN,L 16-25,16,25,-9,41,2021,2021_03_IND_TEN
WAS,2021-09-12,16,Sun,1,1,,LAC,L 16-20,16,20,-4,36,2021,2021_01_WAS_LAC
NWE,2021-09-12,16,Sun,1,1,,MIA,L 16-17,16,17,-1,33,2021,2021_01_NWE_MIA
BUF,2021-09-12,16,Sun,1,1,,PIT,L 16-23,16,23,-7,39,2021,2021_01_BUF_PIT
IND,2021-09-12,16,Sun,1,1,,SEA,L 16-28,16,28,-12,44,2021,2021_01_IND_SEA
CHI,2021-01-03,16,Sun,16,17,,GNB,L 16-35,16,35,-19,51,2020,2020_17_CHI_GNB
DEN,2020-12-27,16,Sun,15,16,@,LAC,L 16-19,16,19,-3,35,2020,2020_16_DEN_LAC
CLE,2020-12-27,16,Sun,15,16,@,NYJ,L 16-23,16,23,-7,39,2020,2020_16_CLE_NYJ
CAR,2020-12-19,16,Sat,14,15,@,GNB,L 16-24,16,24,-8,40,2020,2020_15_CAR_GNB
DEN,2020-12-06,16,Sun,12,13,@,KAN,L 16-22,16,22,-6,38,2020,2020_13_DEN_KAN
PHI,2020-12-06,16,Sun,12,13,@,GNB,L 16-30,16,30,-14,46,2020,2020_13_PHI_GNB
ATL,2020-12-06,16,Sun,12,13,,NOR,L 16-21,16,21,-5,37,2020,2020_13_ATL_NOR
DAL,2020-11-26,16,Thu,11,12,,WAS,L 16-41,16,41,-25,57,2020,2020_12_DAL_WAS
SEA,2020-11-15,16,Sun,9,10,@,LAR,L 16-23,16,23,-7,39,2020,2020_10_SEA_LAR
LVR,2020-11-01,16,Sun,7,8,@,CLE,W 16-6,16,6,10,22,2020,2020_08_LVR_CLE
DEN,2020-10-25,16,Sun,6,7,,KAN,L 16-43,16,43,-27,59,2020,2020_07_DEN_KAN
JAX,2020-10-18,16,Sun,6,6,,DET,L 16-34,16,34,-18,50,2020,2020_06_JAX_DET
LAR,2020-10-18,16,Sun,6,6,@,SFO,L 16-24,16,24,-8,40,2020,2020_06_LAR_SFO
CAR,2020-10-18,16,Sun,6,6,,CHI,L 16-23,16,23,-7,39,2020,2020_06_CAR_CHI
BUF,2020-10-13,16,Tue,5,5,@,TEN,L 16-42,16,42,-26,58,2020,2020_05_BUF_TEN
ATL,2020-10-11,16,Sun,5,5,,CAR,L 16-23,16,23,-7,39,2020,2020_05_ATL_CAR
ATL,2020-10-05,16,Mon,4,4,@,GNB,L 16-30,16,30,-14,46,2020,2020_04_ATL_GNB
LAC,2020-09-27,16,Sun,3,3,,CAR,L 16-21,16,21,-5,37,2020,2020_03_LAC_CAR
HOU,2020-09-20,16,Sun,2,2,,BAL,L 16-33,16,33,-17,49,2020,2020_02_HOU_BAL
TEN,2020-09-14,16,Mon,1,1,@,DEN,W 16-14,16,14,2,30,2020,2020_01_TEN_DEN
NYG,2020-09-14,16,Mon,1,1,,PIT,L 16-26,16,26,-10,42,2020,2020_01_NYG_PIT
LAC,2020-09-13,16,Sun,1,1,@,CIN,W 16-13,16,13,3,29,2020,2020_01_LAC_CIN
WAS,2019-12-29,16,Sun,16,17,@,DAL,L 16-47,16,47,-31,63,2019,2019_17_WAS_DAL
DEN,2019-12-29,16,Sun,16,17,,OAK,W 16-15,16,15,1,31,2019,2019_17_DEN_OAK
NYJ,2019-12-22,16,Sun,15,16,,PIT,W 16-10,16,10,6,26,2019,2019_16_NYJ_PIT
OAK,2019-12-15,16,Sun,14,15,,JAX,L 16-20,16,20,-4,36,2019,2019_15_OAK_JAX
NWE,2019-12-08,16,Sun,13,14,,KAN,L 16-23,16,23,-7,39,2019,2019_14_NWE_KAN
PIT,2019-11-24,16,Sun,11,12,@,CIN,W 16-10,16,10,6,26,2019,2019_12_PIT_CIN
DET,2019-11-24,16,Sun,11,12,@,WAS,L 16-19,16,19,-3,35,2019,2019_12_DET_WAS
CAR,2019-11-10,16,Sun,9,10,@,GNB,L 16-24,16,24,-8,40,2019,2019_10_CAR_GNB
BUF,2019-11-10,16,Sun,9,10,@,CLE,L 16-19,16,19,-3,35,2019,2019_10_BUF_CLE
MIA,2019-11-10,16,Sun,9,10,@,IND,W 16-12,16,12,4,28,2019,2019_10_MIA_IND
CHI,2019-10-27,16,Sun,7,8,,LAC,L 16-17,16,17,-1,33,2019,2019_08_CHI_LAC
SEA,2019-10-20,16,Sun,7,7,,BAL,L 16-30,16,30,-14,46,2019,2019_07_SEA_BAL
DEN,2019-10-13,16,Sun,6,6,,TEN,W 16-0,16,0,16,16,2019,2019_06_DEN_TEN
MIA,2019-10-13,16,Sun,5,6,,WAS,L 16-17,16,17,-1,33,2019,2019_06_MIA_WAS
NWE,2019-09-29,16,Sun,4,4,@,BUF,W 16-10,16,10,6,26,2019,2019_04_NWE_BUF
CAR,2019-09-29,16,Sun,4,4,@,HOU,W 16-10,16,10,6,26,2019,2019_04_CAR_HOU
CHI,2019-09-29,16,Sun,4,4,,MIN,W 16-6,16,6,10,22,2019,2019_04_CHI_MIN
DEN,2019-09-22,16,Sun,3,3,@,GNB,L 16-27,16,27,-11,43,2019,2019_03_DEN_GNB
CHI,2019-09-15,16,Sun,2,2,@,DEN,W 16-14,16,14,2,30,2019,2019_02_CHI_DEN
MIN,2019-09-15,16,Sun,2,2,@,GNB,L 16-21,16,21,-5,37,2019,2019_02_MIN_GNB
DEN,2019-09-09,16,Mon,1,1,@,OAK,L 16-24,16,24,-8,40,2019,2019_01_DEN_OAK
NYJ,2019-09-08,16,Sun,1,1,,BUF,L 16-17,16,17,-1,33,2019,2019_01_NYJ_BUF
PIT,2018-12-30,16,Sun,16,17,,CIN,W 16-13,16,13,3,29,2018,2018_17_PIT_CIN
WAS,2018-12-22,16,Sat,15,16,@,TEN,L 16-25,16,25,-9,41,2018,2018_16_WAS_TEN
OAK,2018-12-16,16,Sun,14,15,@,CIN,L 16-30,16,30,-14,46,2018,2018_15_OAK_CIN
WAS,2018-12-16,16,Sun,14,15,@,JAX,W 16-13,16,13,3,29,2018,2018_15_WAS_JAX
DEN,2018-12-15,16,Sat,14,15,,CLE,L 16-17,16,17,-1,33,2018,2018_15_DEN_CLE
WAS,2018-12-09,16,Sun,13,14,,NYG,L 16-40,16,40,-24,56,2018,2018_14_WAS_NYG
ATL,2018-12-02,16,Sun,12,13,,BAL,L 16-26,16,26,-10,42,2018,2018_13_ATL_BAL
DET,2018-12-02,16,Sun,12,13,,LAR,L 16-30,16,30,-14,46,2018,2018_13_DET_LAR
SFO,2018-12-02,16,Sun,12,13,@,SEA,L 16-43,16,43,-27,59,2018,2018_13_SFO_SEA
DET,2018-11-22,16,Thu,11,12,,CHI,L 16-23,16,23,-7,39,2018,2018_12_DET_CHI
JAX,2018-11-18,16,Sun,10,11,,PIT,L 16-20,16,20,-4,36,2018,2018_11_JAX_PIT
WAS,2018-11-11,16,Sun,9,10,@,TAM,W 16-3,16,3,13,19,2018,2018_10_WAS_TAM
ATL,2018-11-11,16,Sun,9,10,@,CLE,L 16-28,16,28,-12,44,2018,2018_10_ATL_CLE
BAL,2018-11-04,16,Sun,9,9,,PIT,L 16-23,16,23,-7,39,2018,2018_09_BAL_PIT
DEN,2018-10-07,16,Sun,5,5,@,NYJ,L 16-34,16,34,-18,50,2018,2018_05_DEN_NYJ
DAL,2018-10-07,16,Sun,5,5,@,HOU,L 16-19 (OT),16,19,-3,35,2018,2018_05_DAL_HOU
IND,2018-09-23,16,Sun,3,3,@,PHI,L 16-20,16,20,-4,36,2018,2018_03_IND_PHI
CHI,2018-09-23,16,Sun,3,3,@,ARI,W 16-14,16,14,2,30,2018,2018_03_CHI_ARI
SFO,2018-09-09,16,Sun,1,1,@,MIN,L 16-24,16,24,-8,40,2018,2018_01_SFO_MIN
CAR,2018-09-09,16,Sun,1,1,,DAL,W 16-8,16,8,8,24,2018,2018_01_CAR_DAL
MIA,2017-12-31,16,Sun,16,17,,BUF,L 16-22,16,22,-6,38,2017,2017_17_MIA_BUF
BUF,2017-12-24,16,Sun,15,16,@,NWE,L 16-37,16,37,-21,53,2017,2017_16_BUF_NWE
IND,2017-12-23,16,Sat,15,16,@,BAL,L 16-23,16,23,-7,39,2017,2017_16_IND_BAL
MIN,2017-12-23,16,Sat,15,16,@,GNB,W 16-0,16,0,16,16,2017,2017_16_MIN_GNB
MIA,2017-12-17,16,Sun,14,15,@,BUF,L 16-24,16,24,-8,40,2017,2017_15_MIA_BUF
HOU,2017-12-10,16,Sun,13,14,,SFO,L 16-26,16,26,-10,42,2017,2017_14_HOU_SFO
ARI,2017-12-03,16,Sun,12,13,,LAR,L 16-32,16,32,-16,48,2017,2017_13_ARI_LAR
HOU,2017-11-27,16,Mon,11,12,@,BAL,L 16-23,16,23,-7,39,2017,2017_12_HOU_BAL
CLE,2017-11-26,16,Sun,11,12,@,CIN,L 16-30,16,30,-14,46,2017,2017_12_CLE_CIN
BUF,2017-11-26,16,Sun,11,12,@,KAN,W 16-10,16,10,6,26,2017,2017_12_BUF_KAN
IND,2017-11-26,16,Sun,11,12,,TEN,L 16-20,16,20,-4,36,2017,2017_12_IND_TEN
DEN,2017-11-12,16,Sun,9,10,,NWE,L 16-41,16,41,-25,57,2017,2017_10_DEN_NWE
CHI,2017-11-12,16,Sun,9,10,,GNB,L 16-23,16,23,-7,39,2017,2017_10_CHI_GNB
ARI,2017-11-09,16,Thu,9,10,,SEA,L 16-22,16,22,-6,38,2017,2017_10_ARI_SEA
CLE,2017-10-29,16,Sun,8,8,,MIN,L 16-33,16,33,-17,49,2017,2017_08_CLE_MIN
BAL,2017-10-22,16,Sun,7,7,@,MIN,L 16-24,16,24,-8,40,2017,2017_07_BAL_MIN
OAK,2017-10-15,16,Sun,6,6,,LAC,L 16-17,16,17,-1,33,2017,2017_06_OAK_LAC
BUF,2017-10-08,16,Sun,5,5,@,CIN,L 16-20,16,20,-4,36,2017,2017_05_BUF_CIN
SEA,2017-10-08,16,Sun,5,5,@,LAR,W 16-10,16,10,6,26,2017,2017_05_SEA_LAR
MIA,2017-10-08,16,Sun,4,5,,TEN,W 16-10,16,10,6,26,2017,2017_05_MIA_TEN
DEN,2017-10-01,16,Sun,4,4,,OAK,W 16-10,16,10,6,26,2017,2017_04_DEN_OAK
DEN,2017-09-24,16,Sun,3,3,@,BUF,L 16-26,16,26,-10,42,2017,2017_03_DEN_BUF
ARI,2017-09-17,16,Sun,2,2,@,IND,W 16-13 (OT),16,13,3,29,2017,2017_02_ARI_IND
JAX,2017-09-17,16,Sun,2,2,,TEN,L 16-37,16,37,-21,53,2017,2017_02_JAX_TEN
TEN,2017-09-10,16,Sun,1,1,,OAK,L 16-26,16,26,-10,42,2017,2017_01_TEN_OAK
ARI,2022-12-18,15,Sun,14,15,@,DEN,L 15-24,15,24,-9,39,2022,2022_15_ARI_DEN
HOU,2022-11-27,15,Sun,11,12,@,MIA,L 15-30,15,30,-15,45,2022,2022_12_HOU_MIA
ATL,2022-11-10,15,Thu,10,10,@,CAR,L 15-25,15,25,-10,40,2022,2022_10_ATL_CAR
DET,2022-11-06,15,Sun,8,9,,GNB,W 15-9,15,9,6,24,2022,2022_09_DET_GNB
CLE,2022-10-16,15,Sun,6,6,,NWE,L 15-38,15,38,-23,53,2022,2022_06_CLE_NWE
ATL,2022-10-09,15,Sun,5,5,@,TAM,L 15-21,15,21,-6,36,2022,2022_05_ATL_TAM
CAR,2022-10-09,15,Sun,5,5,,SFO,L 15-37,15,37,-22,52,2022,2022_05_CAR_SFO
MIA,2022-09-29,15,Thu,4,4,@,CIN,L 15-27,15,27,-12,42,2022,2022_04_MIA_CIN
ATL,2022-01-02,15,Sun,16,17,@,BUF,L 15-29,15,29,-14,44,2021,2021_17_ATL_BUF
CIN,2021-12-19,15,Sun,14,15,@,DEN,W 15-10,15,10,5,25,2021,2021_15_CIN_DEN
LVR,2021-12-05,15,Sun,12,13,,WAS,L 15-17,15,17,-2,32,2021,2021_13_LVR_WAS
SEA,2021-11-29,15,Mon,11,12,@,WAS,L 15-17,15,17,-2,32,2021,2021_12_SEA_WAS
BUF,2021-11-21,15,Sun,10,11,,IND,L 15-41,15,41,-26,56,2021,2021_11_BUF_IND
PIT,2021-10-31,15,Sun,7,8,@,CLE,W 15-10,15,10,5,25,2021,2021_08_PIT_CLE
WAS,2020-12-20,15,Sun,14,15,,SEA,L 15-20,15,20,-5,35,2020,2020_15_WAS_SEA
SFO,2020-12-13,15,Sun,13,14,,WAS,L 15-23,15,23,-8,38,2020,2020_14_SFO_WAS
PIT,2020-12-13,15,Sun,13,14,@,BUF,L 15-26,15,26,-11,41,2020,2020_14_PIT_BUF
WAS,2020-09-20,15,Sun,2,2,@,ARI,L 15-30,15,30,-15,45,2020,2020_02_WAS_ARI
OAK,2019-12-29,15,Sun,16,17,@,DEN,L 15-16,15,16,-1,31,2019,2019_17_OAK_DEN
CLE,2019-12-22,15,Sun,15,16,,BAL,L 15-31,15,31,-16,46,2019,2019_16_CLE_BAL
WAS,2019-12-08,15,Sun,13,14,@,GNB,L 15-20,15,20,-5,35,2019,2019_14_WAS_GNB
DAL,2019-11-28,15,Thu,12,13,,BUF,L 15-26,15,26,-11,41,2019,2019_13_DAL_BUF
IND,2019-10-27,15,Sun,7,8,,DEN,W 15-13,15,13,2,28,2019,2019_08_IND_DEN
NYJ,2019-10-27,15,Sun,7,8,@,JAX,L 15-29,15,29,-14,44,2019,2019_08_NYJ_JAX
WAS,2019-09-23,15,Mon,3,3,,CHI,L 15-31,15,31,-16,46,2019,2019_03_WAS_CHI
CHI,2018-12-09,15,Sun,13,14,,LAR,W 15-6,15,6,9,21,2018,2018_14_CHI_LAR
