Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Season,game_id
DAL,2018-12-09,22,Sun,13,14,,PHI,W 29-23 (OT),22,32,68.8,222,3,2,6,0,119.5,2018,2018_14_DAL_PHI
CLE,2018-12-02,22,Sun,12,13,@,HOU,L 13-29,22,31,71.0,197,1,4,27,0,98.5,2018,2018_13_CLE_HOU
HOU,2018-11-26,22,Mon,11,12,,TEN,W 34-17,22,23,95.7,260,2,6,43,0,142.8,2018,2018_12_HOU_TEN
CAR,2018-11-25,22,Sun,11,12,,SEA,L 27-30,22,31,71.0,322,2,2,17,0,126.0,2018,2018_12_CAR_SEA
WAS,2018-11-22,22,Thu,11,12,@,DAL,L 23-31,22,31,71.0,258,2,4,31,0,117.4,2018,2018_12_WAS_DAL
ATL,2018-11-18,22,Sun,10,11,,DAL,L 19-22,22,32,68.8,191,0,2,17,0,84.2,2018,2018_11_ATL_DAL
KAN,2018-11-11,22,Sun,10,10,,ARI,W 26-14,22,39,56.4,166,1,5,42,2,54.0,2018,2018_10_KAN_ARI
CIN,2018-11-11,22,Sun,9,10,,NOR,L 14-51,22,27,81.5,265,3,0,0,0,144.6,2018,2018_10_CIN_NOR
OAK,2018-10-28,22,Sun,7,8,,IND,L 28-42,22,31,71.0,239,3,0,0,0,125.6,2018,2018_08_OAK_IND
BAL,2018-10-28,22,Sun,8,8,@,CAR,L 21-36,22,30,73.3,232,2,0,0,0,117.6,2018,2018_08_BAL_CAR
PIT,2018-10-28,22,Sun,7,8,,CLE,W 33-18,22,36,61.1,163,2,2,17,1,78.8,2018,2018_08_PIT_CLE
HOU,2018-10-25,22,Thu,8,8,,MIA,W 42-23,22,38,57.9,254,1,2,15,1,76.0,2018,2018_08_HOU_MIA
DET,2018-10-21,22,Sun,6,7,@,MIA,W 32-21,22,31,71.0,215,2,4,24,0,111.6,2018,2018_07_DET_MIA
BAL,2018-10-21,22,Sun,7,7,,NOR,L 23-24,22,30,73.3,205,2,1,7,0,113.9,2018,2018_07_BAL_NOR
WAS,2018-10-21,22,Sun,6,7,,DAL,W 20-17,22,35,62.9,250,1,4,23,0,93.7,2018,2018_07_WAS_DAL
MIA,2018-10-14,22,Sun,6,6,,CHI,W 31-28 (OT),22,31,71.0,303,3,2,13,1,120.8,2018,2018_06_MIA_CHI
LAC,2018-10-14,22,Sun,6,6,@,CLE,W 38-14,22,46,47.8,214,1,5,24,2,50.5,2018,2018_06_LAC_CLE
OAK,2018-10-07,22,Sun,5,5,@,LAC,L 10-26,22,27,81.5,333,2,1,6,0,142.7,2018,2018_05_OAK_LAC
JAX,2018-10-07,22,Sun,5,5,@,KAN,L 14-30,22,38,57.9,298,0,1,15,2,61.1,2018,2018_05_JAX_KAN
BUF,2018-09-30,22,Sun,4,4,@,GNB,L 0-22,22,40,55.0,282,1,2,16,1,75.2,2018,2018_04_BUF_GNB
BAL,2018-09-23,22,Sun,3,3,,DEN,W 27-14,22,34,64.7,173,0,3,19,1,65.0,2018,2018_03_BAL_DEN
CHI,2018-09-17,22,Mon,2,2,,SEA,W 24-17,22,36,61.1,202,2,6,24,1,83.3,2018,2018_02_CHI_SEA
NOR,2018-09-16,22,Sun,2,2,,CLE,W 21-18,22,30,73.3,234,1,3,12,1,92.9,2018,2018_02_NOR_CLE
TEN,2018-09-16,22,Sun,2,2,,HOU,W 20-17,22,32,68.8,289,2,4,21,1,104.8,2018,2018_02_TEN_HOU
TAM,2017-12-31,22,Sun,16,17,,NOR,W 31-24,22,30,73.3,231,1,2,14,0,106.4,2017,2017_17_TAM_NOR
DEN,2017-12-31,22,Sun,16,17,,KAN,L 24-27,22,36,61.1,269,0,2,15,1,72.6,2017,2017_17_DEN_KAN
TEN,2017-12-24,22,Sun,15,16,,LAR,L 23-27,22,39,56.4,286,4,1,15,0,113.8,2017,2017_16_TEN_LAR
NOR,2017-12-24,22,Sun,15,16,,ATL,W 23-13,22,36,61.1,264,1,5,24,1,81.3,2017,2017_16_NOR_ATL
NYJ,2017-12-24,22,Sun,15,16,,LAC,L 7-14,22,40,55.0,290,1,0,0,0,86.5,2017,2017_16_NYJ_LAC
WAS,2017-12-24,22,Sun,15,16,,DEN,W 27-11,22,38,57.9,171,0,4,22,1,58.1,2017,2017_16_WAS_DEN
LAR,2017-12-24,22,Sun,15,16,@,TEN,W 27-23,22,39,56.4,269,0,1,6,1,67.1,2017,2017_16_LAR_TEN
PIT,2017-12-17,22,Sun,14,15,,NWE,L 24-27,22,35,62.9,283,1,2,15,1,85.8,2017,2017_15_PIT_NWE
NWE,2017-12-17,22,Sun,14,15,@,PIT,W 27-24,22,30,73.3,270,2,2,11,1,109.0,2017,2017_15_NWE_PIT
NYG,2017-12-03,22,Sun,12,13,@,OAK,L 17-24,22,36,61.1,282,1,1,5,0,94.9,2017,2017_13_NYG_OAK
BAL,2017-11-27,22,Mon,11,12,,HOU,W 23-16,22,37,59.5,237,0,2,15,2,55.8,2017,2017_12_BAL_HOU
LAR,2017-11-26,22,Sun,11,12,,NOR,W 26-20,22,32,68.8,223,1,3,23,0,98.8,2017,2017_12_LAR_NOR
JAX,2017-11-26,22,Sun,11,12,@,ARI,L 24-27,22,38,57.9,236,2,1,5,1,82.8,2017,2017_12_JAX_ARI
ARI,2017-11-19,22,Sun,10,11,@,HOU,L 21-31,22,32,68.8,223,2,1,7,1,96.2,2017,2017_11_ARI_HOU
NOR,2017-11-19,22,Sun,10,11,,WAS,W 34-31 (OT),22,32,68.8,300,3,2,22,0,129.7,2017,2017_11_NOR_WAS
GNB,2017-11-19,22,Sun,10,11,,BAL,L 0-23,22,28,78.6,161,1,3,22,1,87.6,2017,2017_11_GNB_BAL
MIA,2017-11-19,22,Sun,10,11,,TAM,L 20-30,22,37,59.5,268,2,1,7,0,99.8,2017,2017_11_MIA_TAM
HOU,2017-11-19,22,Sun,10,11,,ARI,W 31-21,22,34,64.7,244,3,2,13,2,90.8,2017,2017_11_HOU_ARI
PIT,2017-11-16,22,Thu,10,11,,TEN,W 40-17,22,34,64.7,264,1,5,42,4,58.6,2017,2017_11_PIT_TEN
CAR,2017-11-13,22,Mon,10,10,,MIA,W 45-21,22,37,59.5,213,2,0,0,1,82.4,2017,2017_10_CAR_MIA
DAL,2017-11-12,22,Sun,9,10,@,ATL,L 7-27,22,29,75.9,204,2,1,11,1,103.2,2017,2017_10_DAL_ATL
DET,2017-11-12,22,Sun,9,10,,CLE,W 38-24,22,40,55.0,212,1,4,25,1,67.9,2017,2017_10_DET_CLE
ARI,2017-11-09,22,Thu,9,10,,SEA,L 16-22,22,32,68.8,212,2,5,26,0,107.8,2017,2017_10_ARI_SEA
TAM,2017-11-05,22,Sun,8,9,@,NOR,L 10-30,22,27,81.5,256,2,1,7,0,130.9,2017,2017_09_TAM_NOR
ARI,2017-10-22,22,Sun,7,7,@,LAR,L 0-33,22,37,59.5,228,1,1,7,1,75.1,2017,2017_07_ARI_LAR
TEN,2017-10-22,22,Sun,7,7,@,CLE,W 12-9 (OT),22,39,56.4,218,0,2,17,3,40.3,2017,2017_07_TEN_CLE
JAX,2017-10-22,22,Sun,7,7,@,IND,W 27-0,22,37,59.5,136,0,10,64,0,66.9,2017,2017_07_JAX_IND
DAL,2017-10-22,22,Sun,6,7,@,SFO,W 40-10,22,38,57.9,187,0,5,48,0,70.8,2017,2017_07_DAL_SFO
CHI,2017-10-09,22,Mon,5,5,,MIN,L 17-20,22,32,68.8,141,1,4,35,0,88.2,2017,2017_05_CHI_MIN
BUF,2017-10-08,22,Sun,5,5,@,CIN,L 16-20,22,36,61.1,323,1,1,5,2,76.5,2017,2017_05_BUF_CIN
SEA,2017-10-08,22,Sun,5,5,@,LAR,W 16-10,22,47,46.8,275,0,2,13,2,47.7,2017,2017_05_SEA_LAR
SFO,2017-10-08,22,Sun,5,5,@,IND,L 23-26 (OT),22,34,64.7,288,0,4,26,1,79.0,2017,2017_05_SFO_IND
NWE,2017-10-01,22,Sun,4,4,,CAR,L 30-33,22,29,75.9,304,3,2,12,1,129.1,2017,2017_04_NWE_CAR
PHI,2017-10-01,22,Sun,4,4,@,LAC,W 26-24,22,38,57.9,342,2,2,5,0,105.4,2017,2017_04_PHI_LAC
NYG,2017-10-01,22,Sun,4,4,@,TAM,L 23-25,22,38,57.9,323,3,1,9,0,112.1,2017,2017_04_NYG_TAM
CAR,2017-09-24,22,Sun,3,3,,NOR,L 13-34,22,29,75.9,213,3,1,7,0,130.4,2017,2017_03_CAR_NOR
CHI,2017-09-24,22,Sun,3,3,,PIT,W 23-17 (OT),22,39,56.4,212,1,3,23,0,80.3,2017,2017_03_CHI_PIT
IND,2017-09-24,22,Sun,3,3,,CLE,W 31-28,22,47,46.8,235,2,1,7,3,49.5,2017,2017_03_IND_CLE
NWE,2017-09-24,22,Sun,3,3,,HOU,W 36-33,22,33,66.7,292,2,2,9,2,89.5,2017,2017_03_NWE_HOU
SFO,2017-09-21,22,Thu,3,3,,LAR,L 39-41,22,28,78.6,292,3,0,0,0,145.8,2017,2017_03_SFO_LAR
DET,2017-09-18,22,Mon,2,2,@,NYG,W 24-10,22,32,68.8,208,1,5,31,1,83.9,2017,2017_02_DET_NYG
DAL,2017-09-17,22,Sun,2,2,@,DEN,L 17-42,22,32,68.8,202,4,2,29,1,112.2,2017,2017_02_DAL_DEN
DEN,2017-09-11,22,Mon,1,1,,LAC,W 24-21,22,33,66.7,185,3,1,7,1,98.7,2017,2017_01_DEN_LAC
IND,2017-09-10,22,Sun,1,1,@,LAR,L 9-46,22,30,73.3,310,1,1,8,0,117.4,2017,2017_01_IND_LAR
TEN,2017-09-10,22,Sun,1,1,,OAK,L 16-26,22,32,68.8,250,2,2,12,0,112.8,2017,2017_01_TEN_OAK
CHI,2023-01-01,21,Sun,16,17,@,DET,L 10-41,21,29,72.4,239,3,2,16,0,131.2,2022,2022_17_CHI_DET
CIN,2022-12-24,21,Sat,15,16,@,NWE,W 22-18,21,33,63.6,224,2,4,16,0,103.6,2022,2022_16_CIN_NWE
WAS,2022-12-18,21,Sun,14,15,,NYG,L 12-20,21,32,65.6,160,0,0,0,0,77.6,2022,2022_15_WAS_NYG
ARI,2022-12-18,21,Sun,14,15,@,DEN,L 15-24,21,26,80.8,156,1,7,41,1,88.5,2022,2022_15_ARI_DEN
CAR,2022-12-11,21,Sun,13,14,@,SEA,W 30-24,21,36,58.3,241,3,3,23,2,83.2,2022,2022_14_CAR_SEA
NYG,2022-12-11,21,Sun,13,14,,PHI,L 22-48,21,31,67.7,184,2,4,33,0,104.8,2022,2022_14_NYG_PHI
TAM,2022-12-05,21,Mon,12,13,,NOR,W 17-16,21,29,72.4,232,1,2,18,0,107.3,2022,2022_13_TAM_NOR
NYJ,2022-12-04,21,Sun,12,13,@,MIN,L 22-27,21,35,60.0,159,1,2,14,0,80.5,2022,2022_13_NYJ_MIN
DAL,2022-12-04,21,Sun,12,13,,IND,W 54-19,21,37,56.8,203,2,3,30,3,56.5,2022,2022_13_DAL_IND
NYG,2022-11-24,21,Thu,11,12,@,DAL,L 20-28,21,30,70.0,261,2,0,0,2,91.1,2022,2022_12_NYG_DAL
DAL,2022-11-24,21,Thu,11,12,,NYG,W 28-20,21,35,60.0,210,1,3,18,0,86.6,2022,2022_12_DAL_NYG
BAL,2022-11-20,21,Sun,10,11,,CAR,W 13-3,21,33,63.6,169,0,4,27,2,51.2,2022,2022_11_BAL_CAR
LVR,2022-11-13,21,Sun,9,10,,IND,L 20-25,21,28,75.0,208,1,1,14,0,107.4,2022,2022_10_LVR_IND
SFO,2022-11-13,21,Sun,9,10,,LAC,W 22-16,21,37,56.8,187,1,3,9,1,68.2,2022,2022_10_SFO_LAC
TEN,2022-11-13,21,Sun,9,10,,DEN,W 17-10,21,42,50.0,248,1,6,38,1,66.4,2022,2022_10_TEN_DEN
CHI,2022-11-06,21,Sun,9,9,,MIA,L 32-35,21,30,70.0,302,3,0,0,0,135.7,2022,2022_09_CHI_MIA
JAX,2022-11-06,21,Sun,9,9,,LVR,W 27-20,21,36,58.3,248,2,2,11,0,97.9,2022,2022_09_JAX_LVR
HOU,2022-11-03,21,Thu,8,9,,PHI,L 17-29,21,27,77.8,217,2,4,26,0,124.8,2022,2022_09_HOU_PHI
CHI,2022-10-30,21,Sun,8,8,@,DAL,L 29-49,21,27,77.8,242,2,1,8,1,113.3,2022,2022_08_CHI_DAL
DAL,2022-10-23,21,Sun,7,7,,DET,W 24-6,21,26,80.8,195,0,5,33,2,65.9,2022,2022_07_DAL_DET
HOU,2022-10-23,21,Sun,6,7,@,LVR,L 20-38,21,27,77.8,236,1,1,5,0,115.4,2022,2022_07_HOU_LVR
PIT,2022-10-23,21,Sun,7,7,@,MIA,L 10-16,21,35,60.0,261,1,0,0,0,92.7,2022,2022_07_PIT_MIA
NWE,2022-10-16,21,Sun,6,6,@,CLE,W 38-15,21,45,46.7,258,1,4,8,2,53.8,2022,2022_06_NWE_CLE
LAC,2022-10-09,21,Sun,5,5,@,CLE,W 30-28,21,34,61.8,230,1,0,0,1,79.3,2022,2022_05_LAC_CLE
GNB,2022-10-09,21,Sun,5,5,,NYG,L 22-27,21,27,77.8,213,0,1,4,0,99.5,2022,2022_05_GNB_NYG
IND,2022-10-06,21,Thu,5,5,@,DEN,W 12-9 (OT),21,39,53.8,250,0,4,24,2,52.3,2022,2022_05_IND_DEN
NWE,2022-10-02,21,Sun,4,4,@,GNB,L 24-27 (OT),21,35,60.0,244,2,1,7,1,88.3,2022,2022_04_NWE_GNB
ATL,2022-10-02,21,Sun,4,4,,CLE,W 23-20,21,35,60.0,226,0,1,8,1,67.1,2022,2022_04_ATL_CLE
DEN,2022-10-02,21,Sun,4,4,@,LVR,L 23-32,21,34,61.8,173,0,2,15,0,74.8,2022,2022_04_DEN_LVR
MIA,2022-09-29,21,Thu,4,4,@,CIN,L 15-27,21,32,65.6,304,2,1,6,0,117.2,2022,2022_04_MIA_CIN
NYG,2022-09-26,21,Mon,3,3,,DAL,L 16-23,21,31,67.7,215,1,0,0,0,98.2,2022,2022_03_NYG_DAL
PIT,2022-09-22,21,Thu,3,3,@,CLE,L 17-29,21,31,67.7,205,2,2,15,0,107.6,2022,2022_03_PIT_CLE
PIT,2022-09-18,21,Sun,2,2,,NWE,L 14-17,21,35,60.0,252,1,0,0,1,79.7,2022,2022_02_PIT_NWE
NWE,2022-09-18,21,Sun,2,2,@,PIT,W 17-14,21,33,63.6,152,1,3,16,1,71.8,2022,2022_02_NWE_PIT
MIA,2022-09-18,21,Sun,2,2,@,BAL,W 42-38,21,29,72.4,318,3,0,0,0,142.6,2022,2022_02_MIA_BAL
MIA,2022-09-11,21,Sun,1,1,,NWE,W 20-7,21,30,70.0,193,1,2,20,1,84.4,2022,2022_01_MIA_NWE
CIN,2022-09-11,21,Sun,1,1,,PIT,L 20-23 (OT),21,38,55.3,192,1,1,2,0,78.0,2022,2022_01_CIN_PIT
TAM,2022-09-11,21,Sun,1,1,@,DAL,W 19-3,21,42,50.0,173,0,4,25,1,51.0,2022,2022_01_TAM_DAL
PHI,2022-09-11,21,Sun,1,1,@,DET,W 38-35,21,37,56.8,205,2,1,10,1,79.2,2022,2022_01_PHI_DET
LAC,2022-01-09,21,Sun,17,18,@,LVR,L 32-35 (OT),21,37,56.8,172,2,3,18,0,86.8,2021,2021_18_LAC_LVR
SFO,2022-01-09,21,Sun,17,18,@,LAR,W 27-24 (OT),21,32,65.6,201,3,5,37,2,88.2,2021,2021_18_SFO_LAR
SFO,2022-01-02,21,Sun,16,17,,HOU,W 23-7,21,32,65.6,136,1,3,27,1,71.9,2021,2021_17_SFO_HOU
MIN,2021-12-26,21,Sun,15,16,,LAR,L 23-30,21,37,56.8,197,1,0,0,3,46.8,2021,2021_16_MIN_LAR
LAC,2021-12-26,21,Sun,15,16,@,HOU,L 29-41,21,27,77.8,248,2,1,6,0,129.6,2021,2021_16_LAC_HOU
GNB,2021-12-25,21,Sat,15,16,,CLE,W 24-22,21,36,58.3,189,2,5,33,4,51.5,2021,2021_16_GNB_CLE
SEA,2021-12-21,21,Tue,14,15,@,LAR,L 10-20,21,29,72.4,209,2,4,35,1,101.1,2021,2021_15_SEA_LAR
ARI,2021-12-19,21,Sun,14,15,@,DET,L 12-30,21,26,80.8,212,3,2,4,0,139.1,2021,2021_15_ARI_DET
ATL,2021-12-12,21,Sun,13,14,@,CAR,W 29-21,21,35,60.0,243,1,1,10,2,66.7,2021,2021_14_ATL_CAR
BAL,2021-12-05,21,Sun,12,13,@,PIT,L 19-20,21,31,67.7,236,2,1,0,0,111.8,2021,2021_13_BAL_PIT
SFO,2021-11-28,21,Sun,11,12,,MIN,W 34-26,21,33,63.6,256,2,1,6,1,95.0,2021,2021_12_SFO_MIN
GNB,2021-11-28,21,Sun,12,12,,LAR,W 36-28,21,39,53.8,285,3,2,17,1,92.4,2021,2021_12_GNB_LAR
CHI,2021-11-25,21,Thu,11,12,@,DET,W 16-14,21,25,84.0,163,2,1,8,0,120.5,2021,2021_12_CHI_DET
WAS,2021-11-21,21,Sun,10,11,@,CAR,W 27-21,21,27,77.8,186,2,1,3,0,120.1,2021,2021_11_WAS_CAR
NYJ,2021-11-14,21,Sun,9,10,,BUF,L 17-45,21,28,75.0,350,2,2,16,1,125.6,2021,2021_10_NYJ_BUF
TEN,2021-11-14,21,Sun,10,10,,NOR,W 23-21,21,36,58.3,287,2,4,22,0,102.4,2021,2021_10_TEN_NOR
CHI,2021-11-08,21,Mon,9,9,@,PIT,L 27-29,21,30,70.0,175,2,4,30,0,106.9,2021,2021_09_CHI_PIT
BUF,2021-10-31,21,Sun,7,8,,MIA,W 26-11,21,39,53.8,194,0,2,11,1,57.0,2021,2021_08_BUF_MIA
DEN,2021-10-21,21,Thu,7,7,@,CLE,L 14-17,21,33,63.6,194,1,1,5,0,89.7,2021,2021_07_DEN_CLE
MIN,2021-10-10,21,Sun,5,5,,DET,W 19-17,21,35,60.0,180,0,4,23,1,61.6,2021,2021_05_MIN_DET
PHI,2021-10-10,21,Sun,5,5,@,CAR,W 21-18,21,37,56.8,158,1,3,19,3,42.4,2021,2021_05_PHI_CAR
NWE,2021-10-10,21,Sun,5,5,@,HOU,W 25-22,21,29,72.4,293,3,3,19,0,139.0,2021,2021_05_NWE_HOU
DAL,2021-10-10,21,Sun,5,5,,NYG,W 44-20,21,39,53.8,294,1,0,0,2,65.5,2021,2021_05_DAL_NYG
LAR,2021-10-07,21,Thu,5,5,@,SEA,W 26-17,21,33,63.6,262,2,2,21,2,83.1,2021,2021_05_LAR_SEA
LAC,2021-10-04,21,Mon,4,4,,LVR,W 28-14,21,34,61.8,165,2,4,31,1,81.1,2021,2021_04_LAC_LVR
TEN,2021-10-03,21,Sun,4,4,@,NYJ,L 24-27 (OT),21,34,61.8,289,2,1,8,1,96.3,2021,2021_04_TEN_NYJ
HOU,2021-10-03,21,Sun,4,4,@,BUF,L 0-40,21,31,67.7,251,2,1,5,1,100.3,2021,2021_04_HOU_BUF
PHI,2021-09-27,21,Mon,3,3,@,DAL,L 21-41,21,26,80.8,220,3,4,18,0,140.4,2021,2021_03_PHI_DAL
TEN,2021-09-12,21,Sun,1,1,,ARI,L 13-38,21,32,65.6,280,4,2,9,1,119.8,2021,2021_01_TEN_ARI
PHI,2021-09-12,21,Sun,1,1,@,ATL,W 32-6,21,35,60.0,136,0,3,28,0,68.3,2021,2021_01_PHI_ATL
KAN,2021-09-12,21,Sun,1,1,,CLE,W 33-29,21,28,75.0,304,0,2,17,1,94.9,2021,2021_01_KAN_CLE
JAX,2021-09-12,21,Sun,1,1,@,HOU,L 21-37,21,33,63.6,289,2,1,2,0,111.8,2021,2021_01_JAX_HOU
PIT,2020-12-27,21,Sun,15,16,,IND,W 28-24,21,34,61.8,238,1,5,32,1,80.3,2020,2020_16_PIT_IND
DEN,2020-12-27,21,Sun,15,16,@,LAC,L 16-19,21,33,63.6,227,1,2,26,0,93.9,2020,2020_16_DEN_LAC
DAL,2020-12-27,21,Sun,15,16,,PHI,W 37-17,21,39,53.8,326,1,3,16,2,69.0,2020,2020_16_DAL_PHI
TEN,2020-12-27,21,Sun,15,16,@,GNB,L 14-40,21,25,84.0,214,4,1,17,1,125.2,2020,2020_16_TEN_GNB
TAM,2020-12-26,21,Sat,15,16,@,DET,W 47-7,21,31,67.7,113,0,4,39,1,60.3,2020,2020_16_TAM_DET
MIA,2020-12-26,21,Sat,15,16,@,LVR,W 26-25,21,34,61.8,314,1,3,22,0,101.8,2020,2020_16_MIA_LVR
MIN,2020-12-25,21,Fri,15,16,@,NOR,L 33-52,21,28,75.0,319,0,0,0,2,82.3,2020,2020_16_MIN_NOR
DET,2020-12-20,21,Sun,14,15,@,TEN,L 25-46,21,27,77.8,268,3,1,5,0,145.1,2020,2020_15_DET_TEN
GNB,2020-12-19,21,Sat,14,15,,CAR,W 24-16,21,35,60.0,249,0,3,9,0,81.7,2020,2020_15_GNB_CAR
BUF,2020-12-13,21,Sun,13,14,,PIT,W 26-15,21,37,56.8,177,2,1,10,2,64.8,2020,2020_14_BUF_PIT
CHI,2020-12-13,21,Sun,13,14,,HOU,W 36-7,21,30,70.0,155,1,7,64,0,93.1,2020,2020_14_CHI_HOU
CAR,2020-12-13,21,Sun,13,14,,DEN,L 27-32,21,27,77.8,269,4,1,11,0,147.8,2020,2020_14_CAR_DEN
LAR,2020-12-06,21,Sun,12,13,@,ARI,W 38-28,21,39,53.8,140,3,2,33,1,76.9,2020,2020_13_LAR_ARI
CHI,2020-11-29,21,Sun,11,12,@,GNB,L 25-41,21,29,72.4,211,4,0,0,0,132.3,2020,2020_12_CHI_GNB
CLE,2020-11-22,21,Sun,10,11,,PHI,W 22-17,21,35,60.0,209,2,5,26,2,72.2,2020,2020_11_CLE_PHI
PHI,2020-11-15,21,Sun,9,10,@,NYG,L 17-27,21,28,75.0,231,0,3,13,0,99.0,2020,2020_10_PHI_NYG
NYG,2020-11-15,21,Sun,10,10,,PHI,W 27-17,21,37,56.8,190,0,3,18,0,70.8,2020,2020_10_NYG_PHI
PIT,2020-11-15,21,Sun,9,10,,CIN,W 36-10,21,40,52.5,185,1,4,28,0,73.4,2020,2020_10_PIT_CIN
PIT,2020-11-08,21,Sun,8,9,@,DAL,W 24-19,21,38,55.3,220,1,2,23,1,70.1,2020,2020_09_PIT_DAL
MIA,2020-11-08,21,Sun,8,9,@,ARI,W 34-31,21,26,80.8,264,3,1,19,0,147.4,2020,2020_09_MIA_ARI
BAL,2020-11-01,21,Sun,7,8,,PIT,L 24-28,21,32,65.6,173,2,2,9,0,100.1,2020,2020_08_BAL_PIT
PHI,2020-11-01,21,Sun,8,8,,DAL,W 23-9,21,40,52.5,132,0,4,48,0,59.6,2020,2020_08_PHI_DAL
CAR,2020-10-29,21,Thu,8,8,,ATL,L 17-25,21,30,70.0,270,0,2,11,1,84.0,2020,2020_08_CAR_ATL
BUF,2020-10-19,21,Mon,6,6,,KAN,L 17-26,21,26,80.8,221,2,1,4,0,127.7,2020,2020_06_BUF_KAN
MIA,2020-10-18,21,Sun,6,6,,NYJ,W 24-0,21,44,47.7,148,0,3,38,1,46.4,2020,2020_06_MIA_NYJ
BAL,2020-10-18,21,Sun,6,6,@,PHI,W 30-28,21,40,52.5,170,2,6,43,0,80.2,2020,2020_06_BAL_PHI
BUF,2020-10-13,21,Tue,5,5,@,TEN,L 16-42,21,28,75.0,195,3,0,0,0,129.3,2020,2020_05_BUF_TEN
WAS,2020-10-11,21,Sun,5,5,,LAR,L 10-30,21,30,70.0,300,2,1,9,1,110.4,2020,2020_05_WAS_LAR
CAR,2020-10-11,21,Sun,5,5,@,ATL,W 23-16,21,37,56.8,207,0,2,19,1,61.4,2020,2020_05_CAR_ATL
CLE,2020-10-11,21,Sun,5,5,,IND,W 32-23,21,33,63.6,240,0,1,3,2,60.2,2020,2020_05_CLE_IND
PIT,2020-10-11,21,Sun,4,5,,PHI,W 38-29,21,36,58.3,242,2,5,34,2,74.1,2020,2020_05_PIT_PHI
CLE,2020-09-27,21,Sun,3,3,,WAS,W 34-20,21,37,56.8,206,2,3,18,3,56.8,2020,2020_03_CLE_WAS
NOR,2020-09-27,21,Sun,3,3,,GNB,L 30-37,21,32,65.6,271,3,1,12,0,123.3,2020,2020_03_NOR_GNB
NWE,2020-09-20,21,Sun,2,2,@,SEA,L 30-35,21,28,75.0,275,5,2,13,1,130.2,2020,2020_02_NWE_SEA
SFO,2020-09-20,21,Sun,2,2,@,NYJ,W 31-13,21,32,65.6,173,1,1,6,0,89.7,2020,2020_02_SFO_NYJ
NYG,2020-09-14,21,Mon,1,1,,PIT,L 16-26,21,32,65.6,208,3,2,21,0,115.1,2020,2020_01_NYG_PIT
BAL,2020-09-13,21,Sun,1,1,,CLE,W 38-6,21,39,53.8,168,1,2,21,1,62.8,2020,2020_01_BAL_CLE
CLE,2020-09-13,21,Sun,1,1,@,BAL,L 6-38,21,26,80.8,270,3,2,14,0,148.4,2020,2020_01_CLE_BAL
BUF,2020-09-13,21,Sun,1,1,,NYJ,W 27-17,21,35,60.0,202,1,3,13,1,73.8,2020,2020_01_BUF_NYJ
NYJ,2019-12-29,21,Sun,16,17,@,BUF,W 13-6,21,40,52.5,236,0,1,1,2,49.6,2019,2019_17_NYJ_BUF
TEN,2019-12-29,21,Sun,16,17,@,HOU,W 35-14,21,36,58.3,192,0,4,33,1,61.3,2019,2019_17_TEN_HOU
MIA,2019-12-15,21,Sun,14,15,@,NYG,L 20-36,21,29,72.4,274,2,1,10,3,85.2,2019,2019_15_MIA_NYG
NYJ,2019-12-08,21,Sun,13,14,,MIA,W 22-21,21,37,56.8,240,0,2,5,1,65.1,2019,2019_14_NYJ_MIA
OAK,2019-12-08,21,Sun,13,14,,TEN,L 21-42,21,27,77.8,391,3,0,0,1,140.4,2019,2019_14_OAK_TEN
MIN,2019-12-02,21,Mon,12,13,@,SEA,L 30-37,21,31,67.7,226,2,2,14,1,97.0,2019,2019_13_MIN_SEA
JAX,2019-12-01,21,Sun,12,13,,TAM,L 11-28,21,33,63.6,241,0,4,27,0,85.5,2019,2019_13_JAX_TAM
NYG,2019-12-01,21,Sun,12,13,,GNB,L 13-31,21,33,63.6,243,4,0,0,0,125.4,2019,2019_13_NYG_GNB
CLE,2019-11-24,21,Sun,11,12,,MIA,W 41-24,21,39,53.8,192,2,4,22,2,63.2,2019,2019_12_CLE_MIA
CHI,2019-11-24,21,Sun,11,12,,NYG,W 19-14,21,36,58.3,134,2,1,16,0,84.7,2019,2019_12_CHI_NYG
MIA,2019-11-17,21,Sun,10,11,,BUF,L 20-37,21,33,63.6,256,3,0,0,0,117.7,2019,2019_11_MIA_BUF
IND,2019-11-10,21,Sun,9,10,,MIA,L 12-16,21,33,63.6,159,0,3,10,1,62.6,2019,2019_10_IND_MIA
LAC,2019-11-07,21,Thu,10,10,@,OAK,L 24-26,21,31,67.7,200,1,3,18,0,96.2,2019,2019_10_LAC_OAK
PIT,2019-11-03,21,Sun,8,9,,IND,W 26-24,21,31,67.7,189,3,5,38,1,102.8,2019,2019_09_PIT_IND
GNB,2019-11-03,21,Sun,9,9,@,LAC,L 11-26,21,28,75.0,283,0,2,11,0,106.7,2019,2019_09_GNB_LAC
PIT,2019-10-28,21,Mon,7,8,,MIA,W 27-14,21,34,61.8,170,2,4,20,2,69.5,2019,2019_08_PIT_MIA
JAX,2019-10-27,21,Sun,8,8,,NYJ,W 29-15,21,30,70.0,167,2,8,51,3,66.2,2019,2019_08_JAX_NYJ
TEN,2019-10-27,21,Sun,8,8,,TAM,W 27-23,21,43,48.8,283,2,3,18,2,66.3,2019,2019_08_TEN_TAM
